Cluster_category,date_ym,n,n_id,n_id_distinct
Medications,1997-05,130,130,120
Medications,1997-06,85,85,75
Medications,1997-07,100,100,95
Medications,1997-08,310,310,285
Medications,1997-09,3695,3695,3385
Medications,1997-10,145715,145715,125135
Medications,1997-11,55575,55575,48780
Medications,1997-12,12565,12565,11045
Medications,1998-01,2805,2805,2440
Medications,1998-02,450,450,380
Medications,1998-03,430,430,405
Medications,1998-04,135,135,120
Medications,1998-05,215,215,205
Medications,1998-06,160,160,145
Medications,1998-07,65,65,60
Medications,1998-08,70,70,60
Medications,1998-09,4175,4175,3850
Medications,1998-10,149530,149530,127405
Medications,1998-11,56665,56665,48690
Medications,1998-12,14215,14215,12005
Medications,1999-01,9160,9160,7895
Medications,1999-02,1240,1240,1125
Medications,1999-03,405,405,370
Medications,1999-04,110,110,95
Medications,1999-05,120,120,105
Medications,1999-06,105,105,95
Medications,1999-07,1760,1760,1405
Medications,1999-08,170,170,160
Medications,1999-09,4745,4745,4260
Medications,1999-10,198660,198660,168830
Medications,1999-11,86280,86280,74535
Medications,1999-12,16830,16830,14465
Medications,2000-01,16565,16565,13715
Medications,2000-02,995,995,830
Medications,2000-03,655,655,620
Medications,2000-04,145,145,125
Medications,2000-05,340,340,245
Medications,2000-06,70,70,65
Medications,2000-07,85,85,65
Medications,2000-08,350,350,335
Medications,2000-09,13080,13080,11500
Medications,2000-10,296720,296720,254525
Medications,2000-11,139540,139540,121175
Medications,2000-12,35750,35750,31505
Medications,2001-01,7680,7680,6640
Medications,2001-02,1760,1760,1560
Medications,2001-03,495,495,440
Medications,2001-04,250,250,230
Medications,2001-05,135,135,110
Medications,2001-06,100,100,85
Medications,2001-07,80,80,70
Medications,2001-08,250,250,235
Medications,2001-09,10795,10795,9590
Medications,2001-10,427450,427450,361025
Medications,2001-11,144290,144290,124355
Medications,2001-12,28435,28435,24770
Medications,2002-01,7825,7825,6705
Medications,2002-02,1865,1865,1685
Medications,2002-03,375,375,345
Medications,2002-04,170,170,145
Medications,2002-05,300,300,185
Medications,2002-06,95,95,85
Medications,2002-07,75,75,65
Medications,2002-08,100,100,90
Medications,2002-09,29575,29575,25240
Medications,2002-10,481250,481250,416540
Medications,2002-11,134710,134710,116325
Medications,2002-12,32445,32445,27645
Medications,2003-01,6620,6620,5695
Medications,2003-02,1700,1700,1465
Medications,2003-03,960,960,870
Medications,2003-04,175,175,150
Medications,2003-05,65,65,65
Medications,2003-06,100,100,85
Medications,2003-07,65,65,60
Medications,2003-08,125,125,105
Medications,2003-09,61040,61040,54500
Medications,2003-10,548840,548840,467430
Medications,2003-11,198190,198190,170690
Medications,2003-12,60870,60870,51820
Medications,2004-01,13260,13260,11030
Medications,2004-02,2420,2420,2035
Medications,2004-03,775,775,660
Medications,2004-04,490,490,425
Medications,2004-05,145,145,125
Medications,2004-06,155,155,135
Medications,2004-07,440,440,385
Medications,2004-08,225,225,180
Medications,2004-09,101855,101855,90900
Medications,2004-10,543200,543200,471755
Medications,2004-11,250805,250805,218285
Medications,2004-12,57290,57290,49895
Medications,2005-01,17335,17335,15280
Medications,2005-02,6180,6180,5445
Medications,2005-03,2500,2500,2215
Medications,2005-04,805,805,745
Medications,2005-05,200,200,170
Medications,2005-06,385,385,340
Medications,2005-07,200,200,180
Medications,2005-08,330,330,245
Medications,2005-09,34715,34715,30355
Medications,2005-10,758205,758205,652105
Medications,2005-11,482245,482245,425435
Medications,2005-12,81545,81545,71910
Medications,2006-01,25250,25250,22395
Medications,2006-02,7805,7805,6880
Medications,2006-03,3025,3025,2650
Medications,2006-04,450,450,395
Medications,2006-05,785,785,685
Medications,2006-06,2265,2265,1275
Medications,2006-07,465,465,360
Medications,2006-08,330,330,265
Medications,2006-09,6880,6880,6060
Medications,2006-10,524385,524385,449550
Medications,2006-11,562730,562730,490475
Medications,2006-12,203680,203680,180670
Medications,2007-01,55985,55985,48195
Medications,2007-02,18730,18730,16595
Medications,2007-03,4975,4975,4420
Medications,2007-04,675,675,610
Medications,2007-05,420,420,360
Medications,2007-06,1285,1285,1125
Medications,2007-07,370,370,320
Medications,2007-08,340,340,250
Medications,2007-09,62490,62490,56490
Medications,2007-10,910430,910430,795715
Medications,2007-11,350875,350875,307605
Medications,2007-12,73935,73935,65235
Medications,2008-01,25850,25850,22705
Medications,2008-02,8450,8450,7500
Medications,2008-03,2540,2540,2160
Medications,2008-04,1505,1505,1420
Medications,2008-05,340,340,295
Medications,2008-06,245,245,205
Medications,2008-07,305,305,255
Medications,2008-08,400,400,300
Medications,2008-09,64540,64540,57730
Medications,2008-10,1011625,1011625,892980
Medications,2008-11,346470,346470,304580
Medications,2008-12,106080,106080,93345
Medications,2009-01,37595,37595,32620
Medications,2009-02,7590,7590,6660
Medications,2009-03,3710,3710,3260
Medications,2009-04,1925,1925,1795
Medications,2009-05,700,700,525
Medications,2009-06,345,345,305
Medications,2009-07,295,295,240
Medications,2009-08,580,580,440
Medications,2009-09,127175,127175,114700
Medications,2009-10,1005325,1005325,885245
Medications,2009-11,388655,388655,340280
Medications,2009-12,116945,116945,101405
Medications,2010-01,35305,35305,31345
Medications,2010-02,13030,13030,11590
Medications,2010-03,6050,6050,4990
Medications,2010-04,685,685,585
Medications,2010-05,355,355,295
Medications,2010-06,1445,1445,1345
Medications,2010-07,310,310,255
Medications,2010-08,500,500,380
Medications,2010-09,97980,97980,85930
Medications,2010-10,910365,910365,798195
Medications,2010-11,484685,484685,425120
Medications,2010-12,197375,197375,173320
Medications,2011-01,155965,155965,135675
Medications,2011-02,20225,20225,17465
Medications,2011-03,5270,5270,4395
Medications,2011-04,4450,4450,3555
Medications,2011-05,405,405,330
Medications,2011-06,365,365,290
Medications,2011-07,290,290,235
Medications,2011-08,745,745,585
Medications,2011-09,176040,176040,160165
Medications,2011-10,1161350,1161350,1017890
Medications,2011-11,435430,435430,380080
Medications,2011-12,107020,107020,93985
Medications,2012-01,33120,33120,29265
Medications,2012-02,12195,12195,10810
Medications,2012-03,3315,3315,2845
Medications,2012-04,685,685,575
Medications,2012-05,1860,1860,1090
Medications,2012-06,435,435,365
Medications,2012-07,470,470,350
Medications,2012-08,575,575,420
Medications,2012-09,164290,164290,146820
Medications,2012-10,1170425,1170425,1030620
Medications,2012-11,526285,526285,461015
Medications,2012-12,117745,117745,102975
Medications,2013-01,45905,45905,40450
Medications,2013-02,14945,14945,13120
Medications,2013-03,6070,6070,5270
Medications,2013-04,2155,2155,1930
Medications,2013-05,570,570,465
Medications,2013-06,390,390,290
Medications,2013-07,435,435,330
Medications,2013-08,470,470,380
Medications,2013-09,187910,187910,161075
Medications,2013-10,1330865,1330865,1168540
Medications,2013-11,454330,454330,404430
Medications,2013-12,129825,129825,116225
Medications,2014-01,49885,49885,44615
Medications,2014-02,18300,18300,16360
Medications,2014-03,6810,6810,6015
Medications,2014-04,990,990,845
Medications,2014-05,510,510,415
Medications,2014-06,395,395,300
Medications,2014-07,355,355,275
Medications,2014-08,370,370,305
Medications,2014-09,319775,319775,284135
Medications,2014-10,1375450,1375450,1219095
Medications,2014-11,432675,432675,383050
Medications,2014-12,145820,145820,127680
Medications,2015-01,53965,53965,47220
Medications,2015-02,19715,19715,17280
Medications,2015-03,7595,7595,6610
Medications,2015-04,1510,1510,1325
Medications,2015-05,1085,1085,930
Medications,2015-06,910,910,785
Medications,2015-07,385,385,290
Medications,2015-08,765,765,625
Medications,2015-09,443435,443435,391435
Medications,2015-10,1286715,1286715,1127955
Medications,2015-11,438665,438665,383855
Medications,2015-12,135965,135965,118730
Medications,2016-01,52520,52520,45680
Medications,2016-02,25575,25575,22525
Medications,2016-03,10970,10970,9420
Medications,2016-04,1620,1620,1330
Medications,2016-05,800,800,650
Medications,2016-06,475,475,385
Medications,2016-07,375,375,280
Medications,2016-08,720,720,585
Medications,2016-09,577600,577600,510365
Medications,2016-10,1241540,1241540,1086610
Medications,2016-11,429810,429810,375560
Medications,2016-12,122480,122480,106820
Medications,2017-01,52705,52705,46040
Medications,2017-02,23895,23895,20725
Medications,2017-03,10715,10715,9025
Medications,2017-04,975,975,790
Medications,2017-05,470,470,360
Medications,2017-06,435,435,330
Medications,2017-07,695,695,575
Medications,2017-08,800,800,700
Medications,2017-09,744440,744440,663815
Medications,2017-10,1212355,1212355,1036235
Medications,2017-11,398480,398480,338960
Medications,2017-12,108680,108680,92680
Medications,2018-01,86035,86035,73220
Medications,2018-02,26110,26110,22045
Medications,2018-03,10345,10345,8465
Medications,2018-04,1330,1330,1040
Medications,2018-05,14480670,14480670,5078290
Medications,2018-06,36256835,36256835,10516380
Medications,2018-07,39917165,39917165,10966535
Medications,2018-08,40278400,40278400,10900975
Medications,2018-09,37490970,37490970,10753550
Medications,2018-10,44930790,44930790,11897215
Medications,2018-11,43387785,43387785,11649160
Medications,2018-12,43977760,43977760,11287665
Medications,2019-01,47046140,47046140,11814710
Medications,2019-02,42213360,42213360,11057500
Medications,2019-03,45416275,45416275,11501375
Medications,2019-04,48395135,48395135,11691540
Medications,2019-05,49501565,49501565,11857165
Medications,2019-06,44670470,44670470,11258845
Medications,2019-07,55072830,55072830,12189780
Medications,2019-08,56462070,56462070,11676790
Medications,2019-09,57605430,57605430,11998930
Medications,2019-10,62864450,62864450,12670645
Medications,2019-11,58125190,58125190,12139240
Medications,2019-12,62430640,62430640,12287210
Medications,2020-01,61918555,61918555,12407755
Medications,2020-02,55708115,55708115,11678735
Medications,2020-03,71927935,71927935,13880835
Medications,2020-04,59065490,59065490,11619285
Medications,2020-05,56997850,56997850,11555140
Medications,2020-06,60458020,60458020,11986910
Medications,2020-07,61633935,61633935,12126570
Medications,2020-08,55974970,55974970,11463970
Medications,2020-09,63579615,63579615,12627665
Medications,2020-10,61545945,61545945,12561060
Medications,2020-11,60275005,60275005,12362175
Medications,2020-12,63354275,63354275,12584040
Medications,2021-01,56524885,56524885,12046180
Medications,2021-02,54420660,54420660,11687490
Medications,2021-03,64628410,64628410,12692275
Medications,2021-04,58493190,58493190,12172380
Medications,2021-05,56032140,56032140,11903795
Medications,2021-06,61494880,61494880,12525175
Medications,2021-07,50566585,50566585,12066735
Medications,2021-08,47873735,47873735,11917650
Medications,2021-09,48764255,48764255,12353060
Medications,2021-10,46330705,46330705,12232155
Medications,2021-11,49251680,49251680,12571505
Medications,2021-12,49459000,49459000,12406610
Medications,2022-01,45661310,45661310,12071490
Medications,2022-02,42895975,42895975,11606680
Medications,2022-03,49294575,49294575,12560545
Medications,2022-04,44842340,44842340,11908870
Medications,2022-05,48245935,48245935,12465965
Medications,2022-06,44588280,44588280,12049690
Medications,2022-07,44130515,44130515,12014915
Medications,2022-08,47696975,47696975,12345075
Medications,2022-09,45095910,45095910,12269300
Medications,2022-10,44451670,44451670,12332860
Medications,2022-11,45609060,45609060,12537765
Medications,2022-12,45391515,45391515,12477085
Medications,2023-01,45416110,45416110,12606545
Medications,2023-02,40696665,40696665,11888430
Medications,2023-03,46484350,46484350,12776235
Medications,2023-04,40297550,40297550,11806585
Medications,2023-05,18383430,18383430,5890110
Not available,1990-01,20,20,20
Not available,1990-02,10,10,10
Not available,1990-03,10,10,10
Not available,1990-04,10,10,10
Not available,1990-05,10,10,10
Not available,1990-06,10,10,10
Not available,1990-07,10,10,10
Not available,1990-08,10,10,10
Not available,1990-09,10,10,10
Not available,1990-10,380,380,340
Not available,1990-11,225,225,200
Not available,1990-12,90,90,75
Not available,1991-01,30,30,25
Not available,1991-02,10,10,10
Not available,1991-03,10,10,10
Not available,1991-04,10,10,10
Not available,1991-05,10,10,10
Not available,1991-06,10,10,10
Not available,1991-07,10,10,10
Not available,1991-08,10,10,10
Not available,1991-09,10,10,10
Not available,1991-10,535,535,475
Not available,1991-11,415,415,375
Not available,1991-12,115,115,110
Not available,1992-01,75,75,65
Not available,1992-02,10,10,10
Not available,1992-03,10,10,10
Not available,1992-04,10,10,10
Not available,1992-05,10,10,10
Not available,1992-06,10,10,10
Not available,1992-07,10,10,10
Not available,1992-08,10,10,10
Not available,1992-09,75,75,70
Not available,1992-10,920,920,800
Not available,1992-11,500,500,450
Not available,1992-12,125,125,110
Not available,1993-01,55,55,50
Not available,1993-02,30,30,30
Not available,1993-03,25,25,20
Not available,1993-04,15,15,10
Not available,1993-05,15,15,10
Not available,1993-06,20,20,15
Not available,1993-07,20,20,15
Not available,1993-08,15,15,15
Not available,1993-09,30,30,25
Not available,1993-10,1045,1045,925
Not available,1993-11,855,855,760
Not available,1993-12,335,335,295
Not available,1994-01,110,110,95
Not available,1994-02,20,20,15
Not available,1994-03,20,20,20
Not available,1994-04,20,20,15
Not available,1994-05,15,15,15
Not available,1994-06,15,15,15
Not available,1994-07,10,10,10
Not available,1994-08,10,10,10
Not available,1994-09,250,250,220
Not available,1994-10,1630,1630,1410
Not available,1994-11,810,810,725
Not available,1994-12,180,180,160
Not available,1995-01,90,90,80
Not available,1995-02,20,20,15
Not available,1995-03,15,15,10
Not available,1995-04,10,10,10
Not available,1995-05,10,10,10
Not available,1995-06,10,10,10
Not available,1995-07,10,10,10
Not available,1995-08,10,10,10
Not available,1995-09,130,130,110
Not available,1995-10,2055,2055,1820
Not available,1995-11,1100,1100,965
Not available,1995-12,250,250,220
Not available,1996-01,80,80,70
Not available,1996-02,15,15,10
Not available,1996-03,20,20,15
Not available,1996-04,10,10,10
Not available,1996-05,10,10,10
Not available,1996-06,15,15,15
Not available,1996-07,15,15,15
Not available,1996-08,10,10,10
Not available,1996-09,45,45,40
Not available,1996-10,3170,3170,2785
Not available,1996-11,1280,1280,1115
Not available,1996-12,340,340,300
Not available,1997-01,130,130,115
Not available,1997-02,25,25,20
Not available,1997-03,20,20,20
Not available,1997-04,15,15,10
Not available,1997-05,15,15,10
Not available,1997-06,20,20,15
Not available,1997-07,25,25,20
Not available,1997-08,10,10,10
Not available,1997-09,75,75,70
Not available,1997-10,4755,4755,4170
Not available,1997-11,1770,1770,1565
Not available,1997-12,455,455,395
Not available,1998-01,105,105,90
Not available,1998-02,15,15,15
Not available,1998-03,25,25,20
Not available,1998-04,20,20,20
Not available,1998-05,15,15,15
Not available,1998-06,15,15,15
Not available,1998-07,15,15,15
Not available,1998-08,15,15,10
Not available,1998-09,120,120,105
Not available,1998-10,5790,5790,5050
Not available,1998-11,1875,1875,1645
Not available,1998-12,435,435,370
Not available,1999-01,275,275,235
Not available,1999-02,50,50,45
Not available,1999-03,50,50,45
Not available,1999-04,15,15,15
Not available,1999-05,20,20,15
Not available,1999-06,30,30,20
Not available,1999-07,30,30,20
Not available,1999-08,20,20,20
Not available,1999-09,200,200,165
Not available,1999-10,7400,7400,6110
Not available,1999-11,3470,3470,2825
Not available,1999-12,665,665,555
Not available,2000-01,465,465,370
Not available,2000-02,80,80,65
Not available,2000-03,50,50,40
Not available,2000-04,55,55,45
Not available,2000-05,75,75,65
Not available,2000-06,85,85,70
Not available,2000-07,65,65,55
Not available,2000-08,50,50,35
Not available,2000-09,770,770,655
Not available,2000-10,21065,21065,17630
Not available,2000-11,7650,7650,6430
Not available,2000-12,2025,2025,1715
Not available,2001-01,515,515,435
Not available,2001-02,125,125,100
Not available,2001-03,55,55,45
Not available,2001-04,40,40,35
Not available,2001-05,55,55,45
Not available,2001-06,35,35,35
Not available,2001-07,45,45,40
Not available,2001-08,60,60,50
Not available,2001-09,1535,1535,1290
Not available,2001-10,39515,39515,33250
Not available,2001-11,12990,12990,10970
Not available,2001-12,2235,2235,1920
Not available,2002-01,675,675,590
Not available,2002-02,145,145,130
Not available,2002-03,65,65,60
Not available,2002-04,65,65,55
Not available,2002-05,55,55,45
Not available,2002-06,45,45,40
Not available,2002-07,65,65,55
Not available,2002-08,50,50,40
Not available,2002-09,3710,3710,3075
Not available,2002-10,53980,53980,45935
Not available,2002-11,13245,13245,11365
Not available,2002-12,3345,3345,2645
Not available,2003-01,635,635,540
Not available,2003-02,140,140,125
Not available,2003-03,125,125,105
Not available,2003-04,200,200,190
Not available,2003-05,75,75,65
Not available,2003-06,60,60,50
Not available,2003-07,75,75,65
Not available,2003-08,105,105,90
Not available,2003-09,8670,8670,7290
Not available,2003-10,61105,61105,52135
Not available,2003-11,16585,16585,14305
Not available,2003-12,4280,4280,3645
Not available,2004-01,1045,1045,890
Not available,2004-02,225,225,195
Not available,2004-03,170,170,140
Not available,2004-04,90,90,80
Not available,2004-05,90,90,80
Not available,2004-06,105,105,90
Not available,2004-07,95,95,75
Not available,2004-08,110,110,85
Not available,2004-09,14935,14935,12755
Not available,2004-10,60130,60130,51655
Not available,2004-11,26310,26310,22965
Not available,2004-12,5690,5690,5005
Not available,2005-01,1780,1780,1530
Not available,2005-02,595,595,520
Not available,2005-03,315,315,275
Not available,2005-04,195,195,170
Not available,2005-05,310,310,275
Not available,2005-06,355,355,295
Not available,2005-07,290,290,225
Not available,2005-08,340,340,300
Not available,2005-09,3325,3325,2925
Not available,2005-10,62015,62015,52935
Not available,2005-11,37875,37875,32905
Not available,2005-12,5860,5860,5100
Not available,2006-01,2565,2565,2250
Not available,2006-02,875,875,775
Not available,2006-03,380,380,325
Not available,2006-04,200,200,185
Not available,2006-05,235,235,210
Not available,2006-06,235,235,220
Not available,2006-07,195,195,180
Not available,2006-08,360,360,325
Not available,2006-09,12075,12075,11040
Not available,2006-10,51825,51825,45615
Not available,2006-11,72000,72000,63065
Not available,2006-12,29265,29265,25950
Not available,2007-01,20915,20915,18910
Not available,2007-02,13460,13460,12275
Not available,2007-03,12280,12280,11330
Not available,2007-04,7445,7445,6805
Not available,2007-05,7485,7485,6825
Not available,2007-06,7325,7325,6700
Not available,2007-07,7555,7555,6950
Not available,2007-08,7670,7670,7020
Not available,2007-09,12115,12115,10915
Not available,2007-10,81480,81480,70325
Not available,2007-11,31225,31225,27250
Not available,2007-12,10255,10255,9035
Not available,2008-01,11005,11005,9970
Not available,2008-02,8975,8975,8165
Not available,2008-03,7510,7510,6850
Not available,2008-04,8950,8950,8120
Not available,2008-05,7965,7965,7250
Not available,2008-06,8610,8610,7810
Not available,2008-07,8880,8880,8115
Not available,2008-08,7315,7315,6715
Not available,2008-09,12040,12040,10825
Not available,2008-10,113515,113515,98605
Not available,2008-11,41495,41495,36560
Not available,2008-12,14910,14910,13250
Not available,2009-01,11240,11240,10110
Not available,2009-02,8000,8000,7280
Not available,2009-03,8275,8275,7485
Not available,2009-04,7800,7800,7115
Not available,2009-05,7125,7125,6505
Not available,2009-06,7985,7985,7250
Not available,2009-07,7160,7160,6515
Not available,2009-08,6315,6315,5730
Not available,2009-09,16460,16460,14765
Not available,2009-10,115170,115170,101630
Not available,2009-11,50100,50100,44490
Not available,2009-12,17810,17810,15910
Not available,2010-01,9590,9590,8605
Not available,2010-02,6860,6860,6175
Not available,2010-03,6715,6715,6070
Not available,2010-04,5355,5355,4870
Not available,2010-05,5075,5075,4550
Not available,2010-06,5845,5845,5255
Not available,2010-07,5555,5555,5020
Not available,2010-08,5115,5115,4575
Not available,2010-09,12895,12895,11570
Not available,2010-10,84980,84980,74835
Not available,2010-11,36405,36405,31815
Not available,2010-12,17650,17650,15805
Not available,2011-01,23045,23045,20285
Not available,2011-02,9035,9035,8110
Not available,2011-03,7580,7580,6895
Not available,2011-04,5030,5030,4530
Not available,2011-05,6090,6090,5480
Not available,2011-06,6090,6090,5525
Not available,2011-07,5285,5285,4765
Not available,2011-08,5105,5105,4640
Not available,2011-09,18470,18470,16375
Not available,2011-10,249170,249170,219465
Not available,2011-11,87320,87320,77435
Not available,2011-12,27745,27745,24685
Not available,2012-01,13530,13530,12100
Not available,2012-02,7285,7285,6570
Not available,2012-03,5820,5820,5255
Not available,2012-04,4710,4710,4230
Not available,2012-05,5320,5320,4790
Not available,2012-06,4395,4395,3975
Not available,2012-07,4975,4975,4505
Not available,2012-08,4695,4695,4225
Not available,2012-09,24080,24080,21540
Not available,2012-10,150810,150810,133960
Not available,2012-11,74620,74620,65855
Not available,2012-12,16715,16715,14785
Not available,2013-01,12465,12465,11125
Not available,2013-02,6795,6795,6085
Not available,2013-03,5200,5200,4675
Not available,2013-04,5280,5280,4765
Not available,2013-05,4685,4685,4200
Not available,2013-06,4335,4335,3905
Not available,2013-07,4765,4765,4250
Not available,2013-08,3985,3985,3550
Not available,2013-09,10695,10695,9580
Not available,2013-10,132425,132425,118580
Not available,2013-11,78090,78090,69825
Not available,2013-12,23915,23915,21340
Not available,2014-01,13435,13435,11995
Not available,2014-02,7030,7030,6240
Not available,2014-03,6040,6040,5445
Not available,2014-04,4510,4510,4040
Not available,2014-05,3865,3865,3425
Not available,2014-06,3555,3555,3125
Not available,2014-07,3210,3210,2895
Not available,2014-08,3455,3455,2960
Not available,2014-09,38470,38470,33465
Not available,2014-10,136585,136585,121145
Not available,2014-11,43175,43175,38255
Not available,2014-12,15030,15030,13385
Not available,2015-01,8535,8535,7515
Not available,2015-02,5280,5280,4760
Not available,2015-03,4105,4105,3580
Not available,2015-04,2775,2775,2500
Not available,2015-05,2310,2310,2045
Not available,2015-06,2815,2815,2465
Not available,2015-07,3020,3020,2650
Not available,2015-08,31175,31175,25490
Not available,2015-09,92605,92605,78220
Not available,2015-10,141055,141055,124355
Not available,2015-11,49850,49850,43710
Not available,2015-12,20590,20590,17780
Not available,2016-01,53370,53370,45280
Not available,2016-02,79470,79470,67035
Not available,2016-03,88135,88135,73845
Not available,2016-04,52110,52110,43790
Not available,2016-05,33560,33560,28040
Not available,2016-06,32740,32740,27880
Not available,2016-07,38015,38015,32375
Not available,2016-08,49885,49885,41980
Not available,2016-09,138520,138520,118765
Not available,2016-10,159865,159865,139785
Not available,2016-11,82855,82855,72060
Not available,2016-12,43545,43545,37895
Not available,2017-01,93645,93645,80310
Not available,2017-02,90180,90180,77130
Not available,2017-03,105185,105185,90350
Not available,2017-04,47240,47240,40890
Not available,2017-05,59035,59035,50775
Not available,2017-06,50080,50080,42970
Not available,2017-07,54850,54850,46955
Not available,2017-08,57060,57060,48445
Not available,2017-09,356910,356910,319415
Not available,2017-10,616240,616240,548280
Not available,2017-11,219910,219910,194790
Not available,2017-12,70285,70285,61825
Not available,2018-01,99650,99650,87165
Not available,2018-02,74005,74005,64680
Not available,2018-03,76375,76375,66420
Not available,2018-04,49320,49320,42840
Not available,2018-05,52745,52745,45745
Not available,2018-06,45045,45045,39155
Not available,2018-07,42570,42570,37145
Not available,2018-08,37175,37175,31890
Not available,2018-09,852670,852670,762300
Not available,2018-10,1657900,1657900,1474595
Not available,2018-11,1331430,1331430,1182335
Not available,2018-12,344775,344775,301440
Not available,2019-01,217800,217800,189790
Not available,2019-02,159295,159295,139905
Not available,2019-03,151780,151780,131455
Not available,2019-04,104550,104550,91865
Not available,2019-05,107025,107025,93595
Not available,2019-06,95090,95090,84465
Not available,2019-07,100160,100160,86465
Not available,2019-08,87080,87080,75735
Not available,2019-09,1134940,1134940,1014675
Not available,2019-10,2152050,2152050,1915070
Not available,2019-11,990440,990440,870325
Not available,2019-12,388930,388930,336115
Not available,2020-01,257400,257400,221350
Not available,2020-02,193390,193390,168235
Not available,2020-03,169435,169435,143535
Not available,2020-04,89605,89605,77810
Not available,2020-05,90290,90290,79550
Not available,2020-06,105515,105515,92065
Not available,2020-07,110615,110615,96485
Not available,2020-08,91380,91380,81245
Not available,2020-09,1822680,1822680,1638955
Not available,2020-10,2827075,2827075,2546895
Not available,2020-11,1073255,1073255,952035
Not available,2020-12,1084305,1084305,981200
Not available,2021-01,436350,436350,391480
Not available,2021-02,137960,137960,120950
Not available,2021-03,110685,110685,94785
Not available,2021-04,86250,86250,76065
Not available,2021-05,85560,85560,77400
Not available,2021-06,65260,65260,58085
Not available,2021-07,52595,52595,47115
Not available,2021-08,35505,35505,31360
Not available,2021-09,1749720,1749720,1591600
Not available,2021-10,3570840,3570840,3254335
Not available,2021-11,1961175,1961175,1781480
Not available,2021-12,672880,672880,602930
Not available,2022-01,161260,161260,137920
Not available,2022-02,72125,72125,64570
Not available,2022-03,64540,64540,59185
Not available,2022-04,32895,32895,30790
Not available,2022-05,40445,40445,38185
Not available,2022-06,29660,29660,28000
Not available,2022-07,27830,27830,26305
Not available,2022-08,28265,28265,26755
Not available,2022-09,1221980,1221980,1151575
Not available,2022-10,4064820,4064820,3888190
Not available,2022-11,1526415,1526415,1461920
Not available,2022-12,366215,366215,348675
Not available,2023-01,179945,179945,170775
Not available,2023-02,76595,76595,73805
Not available,2023-03,59485,59485,58320
Not available,2023-04,25370,25370,25175
Not available,2023-05,7575,7575,7560
Observation measurement assessment and screening,1990-01,316890,316890,179865
Observation measurement assessment and screening,1990-02,103355,103355,42860
Observation measurement assessment and screening,1990-03,127615,127615,50295
Observation measurement assessment and screening,1990-04,155655,155655,57600
Observation measurement assessment and screening,1990-05,184410,184410,64655
Observation measurement assessment and screening,1990-06,193225,193225,66340
Observation measurement assessment and screening,1990-07,195030,195030,67640
Observation measurement assessment and screening,1990-08,183235,183235,63270
Observation measurement assessment and screening,1990-09,190415,190415,66405
Observation measurement assessment and screening,1990-10,226745,226745,78895
Observation measurement assessment and screening,1990-11,226220,226220,77660
Observation measurement assessment and screening,1990-12,159465,159465,56505
Observation measurement assessment and screening,1991-01,369265,369265,154360
Observation measurement assessment and screening,1991-02,232080,232080,78810
Observation measurement assessment and screening,1991-03,248600,248600,83575
Observation measurement assessment and screening,1991-04,273795,273795,91015
Observation measurement assessment and screening,1991-05,264635,264635,88975
Observation measurement assessment and screening,1991-06,260625,260625,86920
Observation measurement assessment and screening,1991-07,289075,289075,95280
Observation measurement assessment and screening,1991-08,240085,240085,80375
Observation measurement assessment and screening,1991-09,272990,272990,91300
Observation measurement assessment and screening,1991-10,287085,287085,97380
Observation measurement assessment and screening,1991-11,271965,271965,91970
Observation measurement assessment and screening,1991-12,207860,207860,73035
Observation measurement assessment and screening,1992-01,452120,452120,192010
Observation measurement assessment and screening,1992-02,297755,297755,101780
Observation measurement assessment and screening,1992-03,326185,326185,112045
Observation measurement assessment and screening,1992-04,292200,292200,101980
Observation measurement assessment and screening,1992-05,271600,271600,93655
Observation measurement assessment and screening,1992-06,349875,349875,121640
Observation measurement assessment and screening,1992-07,390440,390440,133555
Observation measurement assessment and screening,1992-08,357325,357325,120185
Observation measurement assessment and screening,1992-09,433810,433810,145045
Observation measurement assessment and screening,1992-10,475355,475355,160680
Observation measurement assessment and screening,1992-11,532410,532410,177955
Observation measurement assessment and screening,1992-12,550595,550595,184140
Observation measurement assessment and screening,1993-01,1073965,1073965,377635
Observation measurement assessment and screening,1993-02,1258325,1258325,383970
Observation measurement assessment and screening,1993-03,1431825,1431825,429720
Observation measurement assessment and screening,1993-04,1018345,1018345,301755
Observation measurement assessment and screening,1993-05,926520,926520,275325
Observation measurement assessment and screening,1993-06,971505,971505,285435
Observation measurement assessment and screening,1993-07,1011785,1011785,292475
Observation measurement assessment and screening,1993-08,879875,879875,254850
Observation measurement assessment and screening,1993-09,979870,979870,284515
Observation measurement assessment and screening,1993-10,837515,837515,245625
Observation measurement assessment and screening,1993-11,870765,870765,255760
Observation measurement assessment and screening,1993-12,709180,709180,213275
Observation measurement assessment and screening,1994-01,1144480,1144480,377205
Observation measurement assessment and screening,1994-02,998730,998730,292100
Observation measurement assessment and screening,1994-03,1038860,1038860,304570
Observation measurement assessment and screening,1994-04,781850,781850,232520
Observation measurement assessment and screening,1994-05,795435,795435,236830
Observation measurement assessment and screening,1994-06,840870,840870,251695
Observation measurement assessment and screening,1994-07,764415,764415,229290
Observation measurement assessment and screening,1994-08,747150,747150,221790
Observation measurement assessment and screening,1994-09,777880,777880,232710
Observation measurement assessment and screening,1994-10,713570,713570,214320
Observation measurement assessment and screening,1994-11,794040,794040,236990
Observation measurement assessment and screening,1994-12,612495,612495,185740
Observation measurement assessment and screening,1995-01,1049400,1049400,362225
