Cluster_category,date_ym,records_month,valid_idmonth,distinct_id,records_cluster,valid_idcluster,distinct_idcluster,pre_1990_n_pct,n_clusters
Management and treatment,2004-06,1670,1670,1195,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2004-07,1640,1640,1185,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2004-08,1510,1510,1120,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2004-09,1755,1755,1255,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2004-10,1735,1735,1250,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2004-11,1825,1825,1335,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2004-12,1550,1550,1155,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-01,2255,2255,1710,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-02,1665,1665,1230,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-03,1785,1785,1275,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-04,1745,1745,1240,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-05,1680,1680,1220,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-06,1755,1755,1265,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-07,1775,1775,1305,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-08,1845,1845,1345,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-09,1820,1820,1380,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-10,1900,1900,1395,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-11,1960,1960,1470,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2005-12,1600,1600,1190,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-01,2550,2550,1915,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-02,1835,1835,1375,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-03,2005,2005,1465,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-04,1735,1735,1275,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-05,2075,2075,1500,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-06,2235,2235,1650,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-07,1950,1950,1425,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-08,2225,2225,1610,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-09,1905,1905,1405,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-10,2055,2055,1515,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-11,2195,2195,1620,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2006-12,1880,1880,1440,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-01,2800,2800,2080,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-02,2025,2025,1450,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-03,2145,2145,1560,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-04,1930,1930,1405,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-05,2145,2145,1555,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-06,2065,2065,1515,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-07,2130,2130,1545,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-08,2055,2055,1540,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-09,2030,2030,1555,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-10,2400,2400,1765,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-11,2400,2400,1820,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2007-12,1915,1915,1420,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-01,2990,2990,2190,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-02,2295,2295,1715,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-03,2155,2155,1530,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-04,2245,2245,1625,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-05,1925,1925,1455,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-06,2090,2090,1555,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-07,2215,2215,1620,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-08,1980,1980,1470,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-09,2205,2205,1655,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-10,2515,2515,1815,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-11,2150,2150,1590,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2008-12,2090,2090,1520,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-01,2785,2785,2090,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-02,2140,2140,1615,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-03,2555,2555,1815,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-04,2195,2195,1610,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-05,2185,2185,1585,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-06,2560,2560,1875,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-07,2665,2665,1910,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-08,2330,2330,1695,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-09,2835,2835,2095,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-10,2840,2840,2105,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-11,2720,2720,2055,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2009-12,2410,2410,1810,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-01,3135,3135,2310,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-02,2600,2600,1930,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-03,3125,3125,2220,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-04,2590,2590,1920,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-05,2605,2605,1920,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-06,2945,2945,2155,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-07,2895,2895,2110,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-08,2735,2735,2020,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-09,3070,3070,2280,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-10,3125,3125,2255,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-11,3215,3215,2355,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2010-12,2980,2980,2125,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-01,3625,3625,2665,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-02,3080,3080,2235,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-03,3540,3540,2470,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-04,2810,2810,2060,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-05,3275,3275,2365,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-06,3505,3505,2440,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-07,3180,3180,2325,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-08,3530,3530,2425,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-09,3485,3485,2505,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-10,3760,3760,2585,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-11,3700,3700,2595,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2011-12,3375,3375,2300,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-01,4280,4280,3080,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-02,3875,3875,2595,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-03,4395,4395,3025,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-04,3580,3580,2505,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-05,4235,4235,2895,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-06,3575,3575,2515,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-07,3895,3895,2700,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-08,4025,4025,2880,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-09,3915,3915,2780,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-10,4740,4740,3305,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-11,4480,4480,3025,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2012-12,3710,3710,2600,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-01,5280,5280,3730,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-02,4270,4270,2930,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-03,4265,4265,2980,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-04,4590,4590,3160,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-05,4610,4610,3145,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-06,4735,4735,3300,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-07,5065,5065,3440,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-08,4550,4550,3085,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-09,4930,4930,3410,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-10,5370,5370,3655,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-11,5095,5095,3445,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2013-12,4690,4690,3150,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-01,5980,5980,4060,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-02,5500,5500,3670,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-03,5935,5935,4135,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-04,5205,5205,3470,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-05,5220,5220,3605,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-06,5820,5820,3905,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-07,6435,6435,4410,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-08,6110,6110,4160,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-09,8465,8465,5775,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-10,6810,6810,4495,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-11,5800,5800,4090,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2014-12,5705,5705,3880,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-01,6970,6970,4690,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-02,6320,6320,4385,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-03,8085,8085,5505,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-04,6470,6470,4405,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-05,6540,6540,4425,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-06,7610,7610,5045,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-07,7855,7855,5125,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-08,6780,6780,4645,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-09,7880,7880,5350,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-10,8335,8335,5560,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-11,8225,8225,5505,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2015-12,7940,7940,5215,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-01,8970,8970,6045,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-02,8680,8680,5805,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-03,9455,9455,6130,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-04,9285,9285,6140,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-05,9300,9300,6095,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-06,10065,10065,6470,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-07,9760,9760,6375,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-08,10050,10050,6550,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-09,10600,10600,6885,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-10,10730,10730,6925,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-11,11940,11940,7690,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2016-12,10940,10940,7135,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-01,13455,13455,8520,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-02,13365,13365,8245,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-03,15440,15440,9820,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-04,10895,10895,6925,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-05,12915,12915,8130,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-06,13520,13520,8120,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-07,13725,13725,8450,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-08,14105,14105,8680,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-09,15975,15975,9745,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-10,16520,16520,10190,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-11,18195,18195,11055,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2017-12,14815,14815,9170,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-01,22055,22055,12840,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-02,19510,19510,11765,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-03,23360,23360,13585,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-04,19770,19770,11955,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-05,830560,830560,448005,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-06,2180110,2180110,1124665,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-07,2320825,2320825,1186435,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-08,2242925,2242925,1145870,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-09,2226785,2226785,1180660,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-10,2678280,2678280,1424740,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-11,2626685,2626685,1395120,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2018-12,2127500,2127500,1162680,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-01,3408565,3408565,1918445,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-02,3122770,3122770,1772335,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-03,3723965,3723965,2195480,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-04,2392580,2392580,1201430,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-05,2540000,2540000,1252990,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-06,2507470,2507470,1227810,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-07,2886975,2886975,1393730,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-08,2541975,2541975,1237460,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-09,2739100,2739100,1362330,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-10,3140550,3140550,1574150,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-11,2958535,2958535,1484195,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2019-12,2619325,2619325,1354690,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-01,3899355,3899355,2084195,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-02,3543490,3543490,1886385,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-03,2819445,2819445,1589245,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-04,1074190,1074190,630930,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-05,1352455,1352455,810095,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-06,1758645,1758645,962595,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-07,1974550,1974550,1014795,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-08,1777065,1777065,896120,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-09,2094725,2094725,1059915,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-10,2276590,2276590,1187770,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-11,2243535,2243535,1124005,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2020-12,1952300,1952300,977055,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-01,1963395,1963395,1009475,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-02,2005950,2005950,1014375,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-03,2776935,2776935,1481580,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-04,2087610,2087610,1026285,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-05,2213665,2213665,1090000,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-06,2639135,2639135,1300670,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-07,2642075,2642075,1298455,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-08,2498005,2498005,1259420,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-09,2633010,2633010,1381700,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-10,2597730,2597730,1396145,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-11,3056555,3056555,1647530,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2021-12,2291975,2291975,1225305,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-01,2640210,2640210,1442305,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-02,2822575,2822575,1543250,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-03,3357700,3357700,1899530,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-04,2357620,2357620,1233500,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-05,2958205,2958205,1525130,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-06,2766080,2766080,1448935,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-07,2916630,2916630,1552935,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-08,2982645,2982645,1562780,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-09,2865765,2865765,1548105,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-10,2894275,2894275,1626670,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-11,3286235,3286235,1837780,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2022-12,2595840,2595840,1486895,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2023-01,3771175,3771175,2213390,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2023-02,3594800,3594800,2132685,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2023-03,4006290,4006290,2386380,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2023-04,2381395,2381395,1322650,158165665,158165665,28657955,"11,365 (0.01%)",38
Management and treatment,2023-05,928360,928360,519225,158165665,158165665,28657955,"11,365 (0.01%)",38
Medications,1990-01,275,275,250,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-02,50,50,45,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-03,35,35,30,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-04,40,40,35,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-05,25,25,25,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-06,40,40,35,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-07,40,40,35,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-08,85,85,75,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-09,100,100,90,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-10,10850,10850,10110,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-11,7945,7945,7295,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1990-12,2215,2215,2010,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-01,685,685,620,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-02,180,180,165,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-03,70,70,60,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-04,45,45,45,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-05,45,45,40,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-06,50,50,45,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-07,60,60,50,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-08,125,125,110,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-09,270,270,240,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-10,18695,18695,16980,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-11,12660,12660,11590,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1991-12,4680,4680,4245,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-01,2625,2625,2395,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-02,280,280,260,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-03,125,125,110,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-04,165,165,145,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-05,85,85,75,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-06,105,105,85,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-07,105,105,85,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-08,150,150,125,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-09,1275,1275,1100,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-10,35235,35235,31440,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-11,20815,20815,18945,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1992-12,5395,5395,4955,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-01,1535,1535,1400,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-02,475,475,415,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-03,315,315,255,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-04,155,155,125,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-05,160,160,130,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-06,125,125,110,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-07,125,125,110,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-08,115,115,90,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-09,820,820,710,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-10,46640,46640,39790,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-11,36175,36175,32140,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1993-12,17705,17705,15660,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-01,2700,2700,2425,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-02,585,585,540,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-03,345,345,330,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-04,165,165,150,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-05,95,95,85,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-06,105,105,95,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-07,85,85,80,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-08,125,125,110,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-09,10675,10675,8820,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-10,97370,97370,84310,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-11,41920,41920,36190,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1994-12,8390,8390,7385,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-01,2230,2230,2000,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-02,725,725,630,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-03,335,335,295,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-04,145,145,130,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-05,110,110,95,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-06,120,120,105,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-07,90,90,85,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-08,150,150,140,3080174860,3080174860,31112005,"14,740 (0.00%)",36
Medications,1995-09,9060,9060,6620,3080174860,3080174860,31112005,"14,740 (0.00%)",36
