dataset,column_name,archived_on,completeness
mhs405commtreatorderrecall,endtimecommtreatordrecall,2024-07-09,0.882
mhs405commtreatorderrecall,enddatecommtreatordrecall,2024-07-09,0.882
mhs405commtreatorderrecall,uniqmonthid,2024-07-09,100
mhs405commtreatorderrecall,ProductionDate,2024-07-09,100
mhs405commtreatorderrecall,uniqmhactepisodeid_deid,2024-07-09,100
mhs501hospprovspell,hospprovspellid_deid,2024-07-09,100
mhs501hospprovspell,recordenddate,2024-07-09,0
mhs501hospprovspell,recordstartdate,2024-07-09,100
mhs501hospprovspell,uniqhospprovspellid_deid,2024-07-09,100
mhs501hospprovspell,inacttimehps,2024-07-09,6.926
mhs501hospprovspell,transformingcarecategory,2024-07-09,0.469
mhs501hospprovspell,startdatehospprovspell,2024-07-09,100
mhs501hospprovspell,loshosspelleorp,2024-07-09,59.587
mhs501hospprovspell,uniqmonthid,2024-07-09,100
mhs501hospprovspell,sourceadmmhhospprovspell,2024-07-09,93.299
mhs501hospprovspell,timeplandischdate,2024-07-09,14.783
mhs501hospprovspell,planneddischdatehospprovspell,2024-07-09,21.905
mhs501hospprovspell,dischdatehospprovspell,2024-07-09,93.074
mhs501hospprovspell,methofdischmhhospprovspell,2024-07-09,89.908
mhs501hospprovspell,planneddestdisch,2024-07-09,18.471
mhs501hospprovspell,ProductionDate,2024-07-09,100
mhs501hospprovspell,starttimehospprovspell,2024-07-09,95.063
mhs501hospprovspell,orgidprov,2024-07-09,100
mhs501hospprovspell,person_id_deid,2024-07-09,99.996
mhs501hospprovspell,dischtimehospprovspell,2024-07-09,89.109
mhs501hospprovspell,decidedtoadmittime,2024-07-09,7.8
mhs501hospprovspell,timeestdischdate,2024-07-09,35.764
mhs501hospprovspell,postcodedistrictmainvisitor,2024-07-09,5.453
mhs501hospprovspell,methadmmhhospprovspell,2024-07-09,94.578
mhs501hospprovspell,servicerequestid_deid,2024-07-09,100
mhs501hospprovspell,estimateddischdatehospprovspell,2024-07-09,37.795
mhs501hospprovspell,transformingcareind,2024-07-09,8.552
mhs501hospprovspell,decidedtoadmitdate,2024-07-09,8.685
mhs501hospprovspell,uniqservreqid_deid,2024-07-09,100
mhs501hospprovspell,postcodedistrictdischdest,2024-07-09,15.964
mhs501hospprovspell,losdischhosspell,2024-07-09,55.177
mhs501hospprovspell,destofdischhospprovspell,2024-07-09,88.62
mhs502wardstay,wardstayserviceareasopenendrplda,2024-07-09,0.207
mhs502wardstay,beddayswsendrp,2024-07-09,61.123
mhs502wardstay,enddatemhtrialleave,2024-07-09,5.235
mhs502wardstay,wardcode,2024-07-09,58.873
mhs502wardstay,hospprovspellid_deid,2024-07-09,100
mhs502wardstay,wardstayserviceareasstartinginrplda,2024-07-09,0.014
mhs502wardstay,wardsextypecode,2024-07-09,98.617
mhs502wardstay,wardage,2024-07-09,54.268
mhs502wardstay,specialisedmhservicecode,2024-07-09,14.139
mhs502wardstay,hospitalbedtypename,2024-07-09,27.982
mhs502wardstay,lockedwardind,2024-07-09,61.724
mhs502wardstay,recordstartdate,2024-07-09,100
mhs502wardstay,uniqwardstayid_deid,2024-07-09,100
mhs502wardstay,uniqmonthid,2024-07-09,100
mhs502wardstay,wardseclevel,2024-07-09,92.966
mhs502wardstay,wardtype,2024-07-09,87.913
mhs502wardstay,inacttimews,2024-07-09,5.56
mhs502wardstay,wardlocdistancehome,2024-07-09,83.303
mhs502wardstay,specialisedmhservicename,2024-07-09,0
mhs502wardstay,intendclincareintencodemh,2024-07-09,93.44
mhs502wardstay,endtimewardstay,2024-07-09,86.82
mhs502wardstay,enddatewardstay,2024-07-09,94.44
mhs502wardstay,wardstayid_deid,2024-07-09,100
mhs502wardstay,starttimewardstay,2024-07-09,90.084
mhs502wardstay,startdatewardstay,2024-07-09,100
mhs502wardstay,wardsaybedtypeslkup,2024-07-09,29.322
mhs502wardstay,recordenddate,2024-07-09,0
mhs502wardstay,person_id_deid,2024-07-09,99.998
mhs502wardstay,uniqhospprovspellid_deid,2024-07-09,100
mhs502wardstay,uniqservreqid_deid,2024-07-09,100
mhs502wardstay,orgidprov,2024-07-09,100
mhs502wardstay,hospitalbedtypemh,2024-07-09,65.819
mhs502wardstay,bedtypeadultdischarge,2024-07-09,61.123
mhs502wardstay,ProductionDate,2024-07-09,100
mhs503assignedcareprof,orgidprov,2024-07-09,100
mhs503assignedcareprof,careproflocalid_deid,2024-07-09,100
mhs503assignedcareprof,hospprovspellid_deid,2024-07-09,100
mhs503assignedcareprof,startdateasscareprof,2024-07-09,100
mhs503assignedcareprof,person_id_deid,2024-07-09,99.998
mhs503assignedcareprof,recordstartdate,2024-07-09,100
mhs503assignedcareprof,uniqservreqid_deid,2024-07-09,100
mhs503assignedcareprof,treatfunccodemh,2024-07-09,94.957
mhs503assignedcareprof,uniqhospprovspellid_deid,2024-07-09,100
mhs503assignedcareprof,recordenddate,2024-07-09,0
mhs503assignedcareprof,uniqmonthid,2024-07-09,100
mhs503assignedcareprof,enddateasscareprof,2024-07-09,87.29
mhs503assignedcareprof,uniqcareproflocalid_deid,2024-07-09,83.668
mhs503assignedcareprof,ProductionDate,2024-07-09,100
mhs504delayeddischarge,hospprovspellid_deid,2024-07-09,100
mhs504delayeddischarge,ProductionDate,2024-07-09,100
mhs504delayeddischarge,attribtoindic,2024-07-09,91.052
mhs504delayeddischarge,uniqservreqid_deid,2024-07-09,100
mhs504delayeddischarge,startdatedelaydisch,2024-07-09,100
mhs504delayeddischarge,beddaysddrp,2024-07-09,61.397
mhs504delayeddischarge,recordenddate,2024-07-09,0
mhs504delayeddischarge,uniqmonthid,2024-07-09,100
mhs504delayeddischarge,enddatedelaydisch,2024-07-09,80.155
mhs504delayeddischarge,person_id_deid,2024-07-09,100
mhs504delayeddischarge,delaydischreason,2024-07-09,91.915
mhs504delayeddischarge,recordstartdate,2024-07-09,100
mhs504delayeddischarge,uniqhospprovspellid_deid,2024-07-09,100
mhs504delayeddischarge,orgidrespladelaydisch,2024-07-09,36.872
mhs504delayeddischarge,orgidprov,2024-07-09,100
mhs505restrictiveinterventinc,ProductionDate,2024-07-09,100
mhs505restrictiveinterventinc,uniqhospprovspellid_deid,2024-07-09,100
mhs505restrictiveinterventinc,restrictiveintpireviewheldcarepers,2024-07-09,69.81
mhs505restrictiveinterventinc,restrictiveintpireviewheldpat,2024-07-09,72.513
mhs505restrictiveinterventinc,orgidprov,2024-07-09,100
mhs505restrictiveinterventinc,person_id_deid,2024-07-09,99.997
mhs505restrictiveinterventinc,restrictiveintincid_deid,2024-07-09,100
mhs505restrictiveinterventinc,restrictiveintreason,2024-07-09,83.392
mhs505restrictiveinterventinc,restrictiveintpireviewnotheldreaspat,2024-07-09,32.316
mhs505restrictiveinterventinc,startdaterestrictiveintinc,2024-07-09,100
mhs505restrictiveinterventinc,hospprovspellid_deid,2024-07-09,100
mhs505restrictiveinterventinc,recordstartdate,2024-07-09,100
mhs505restrictiveinterventinc,uniqservreqid_deid,2024-07-09,100
mhs505restrictiveinterventinc,uniqmonthid,2024-07-09,100
mhs505restrictiveinterventinc,endtimerestrictiveintinc,2024-07-09,86.316
mhs505restrictiveinterventinc,starttimerestrictiveintinc,2024-07-09,96.21
mhs505restrictiveinterventinc,enddaterestrictiveintinc,2024-07-09,92.034
mhs505restrictiveinterventinc,recordenddate,2024-07-09,0
mhs506assault,dateassault,2024-07-09,100
mhs506assault,uniqmonthid,2024-07-09,100
mhs506assault,orgidprov,2024-07-09,100
mhs506assault,person_id_deid,2024-07-09,99.996
mhs506assault,uniqhospprovspellid_deid,2024-07-09,100
mhs506assault,uniqservreqid_deid,2024-07-09,100
mhs506assault,ProductionDate,2024-07-09,100
mhs506assault,uniqwardstayid_deid,2024-07-09,100
mhs506assault,wardstayid_deid,2024-07-09,100
mhs507selfharm,uniqservreqid_deid,2024-07-09,100
mhs507selfharm,uniqmonthid,2024-07-09,100
mhs507selfharm,ProductionDate,2024-07-09,100
mhs507selfharm,orgidprov,2024-07-09,100
mhs507selfharm,wardstayid_deid,2024-07-09,100
mhs507selfharm,uniqhospprovspellid_deid,2024-07-09,100
mhs507selfharm,uniqwardstayid_deid,2024-07-09,100
mhs507selfharm,person_id_deid,2024-07-09,100
mhs507selfharm,dateselfharm,2024-07-09,100
mhs509homeleave,orgidprov,2024-07-09,100
mhs509homeleave,endtimehomeleave,2024-07-09,95.517
mhs509homeleave,ProductionDate,2024-07-09,100
mhs509homeleave,uniqwardstayid_deid,2024-07-09,100
mhs509homeleave,uniqhospprovspellid_deid,2024-07-09,100
mhs509homeleave,starttimehomeleave,2024-07-09,97.08
mhs509homeleave,homeleavedaysendrp,2024-07-09,48.954
mhs509homeleave,wardstayid_deid,2024-07-09,100
mhs509homeleave,recordstartdate,2024-07-09,100
mhs509homeleave,uniqmonthid,2024-07-09,100
mhs509homeleave,startdatehomeleave,2024-07-09,100
mhs509homeleave,recordenddate,2024-07-09,0
mhs509homeleave,person_id_deid,2024-07-09,100
mhs509homeleave,enddatehomeleave,2024-07-09,98.274
mhs509homeleave,uniqservreqid_deid,2024-07-09,100
mhs510leaveofabsence,wardstayid_deid,2024-07-09,100
mhs510leaveofabsence,loadaysrp,2024-07-09,54.681
mhs510leaveofabsence,endtimemhleaveabs,2024-07-09,99.092
mhs510leaveofabsence,ProductionDate,2024-07-09,100
mhs510leaveofabsence,orgidprov,2024-07-09,100
mhs510leaveofabsence,enddatemhleaveabs,2024-07-09,99.307
mhs510leaveofabsence,person_id_deid,2024-07-09,100
mhs510leaveofabsence,uniqservreqid_deid,2024-07-09,100
mhs510leaveofabsence,startdatemhleaveabs,2024-07-09,100
mhs510leaveofabsence,escortedleaveindicator,2024-07-09,62.607
mhs510leaveofabsence,uniqmonthid,2024-07-09,100
mhs510leaveofabsence,uniqwardstayid_deid,2024-07-09,100
mhs510leaveofabsence,recordenddate,2024-07-09,0
mhs510leaveofabsence,uniqhospprovspellid_deid,2024-07-09,100
mhs510leaveofabsence,recordstartdate,2024-07-09,100
mhs510leaveofabsence,starttimemhleaveabs,2024-07-09,99.669
mhs510leaveofabsence,mhleaveabsendreason,2024-07-09,91.132
mhs511absencewithoutleave,recordstartdate,2024-07-09,100
mhs511absencewithoutleave,uniqservreqid_deid,2024-07-09,100
mhs511absencewithoutleave,recordenddate,2024-07-09,0
mhs511absencewithoutleave,uniqwardstayid_deid,2024-07-09,100
mhs511absencewithoutleave,ProductionDate,2024-07-09,100
mhs511absencewithoutleave,wardstayid_deid,2024-07-09,100
mhs511absencewithoutleave,enddatemhabswoleave,2024-07-09,80.92
mhs511absencewithoutleave,awoldaysendrp,2024-07-09,61.12
mhs511absencewithoutleave,starttimemhabswoleave,2024-07-09,71.94
mhs511absencewithoutleave,uniqmonthid,2024-07-09,100
mhs511absencewithoutleave,orgidprov,2024-07-09,100
mhs511absencewithoutleave,startdatemhabswoleave,2024-07-09,100
mhs511absencewithoutleave,endtimemhabswoleave,2024-07-09,76.392
mhs511absencewithoutleave,mhabswoleaveendreason,2024-07-09,93.706
mhs511absencewithoutleave,uniqhospprovspellid_deid,2024-07-09,100
mhs511absencewithoutleave,person_id_deid,2024-07-09,99.997
mhs512hospspellcommassper,orgidcomm,2024-07-09,100
mhs512hospspellcommassper,orgidprov,2024-07-09,100
mhs512hospspellcommassper,enddateorgcodecomm,2024-07-09,72.967
mhs512hospspellcommassper,hospprovspellid_deid,2024-07-09,100
mhs512hospspellcommassper,startdateorgcodecomm,2024-07-09,100
mhs512hospspellcommassper,recordstartdate,2024-07-09,100
mhs512hospspellcommassper,ProductionDate,2024-07-09,100
mhs512hospspellcommassper,uniqhospprovspellid_deid,2024-07-09,100
mhs512hospspellcommassper,recordenddate,2024-07-09,0
mhs512hospspellcommassper,uniqservreqid_deid,2024-07-09,100
mhs512hospspellcommassper,uniqmonthid,2024-07-09,100
mhs512hospspellcommassper,person_id_deid,2024-07-09,99.996
mhs513substancemisuse,uniqwardstayid_deid,2024-07-09,100
mhs513substancemisuse,uniqmonthid,2024-07-09,100
mhs513substancemisuse,uniqhospprovspellid_deid,2024-07-09,100
mhs513substancemisuse,uniqservreqid_deid,2024-07-09,100
mhs513substancemisuse,substancemisuse,2024-07-09,100
mhs513substancemisuse,orgidprov,2024-07-09,100
mhs513substancemisuse,wardstayid_deid,2024-07-09,100
mhs513substancemisuse,ProductionDate,2024-07-09,100
mhs513substancemisuse,person_id_deid,2024-07-09,100
mhs514trialleave,uniqservreqid_deid,2024-07-09,100
mhs514trialleave,startdatemhtrialleave,2024-07-09,100
mhs514trialleave,uniqmonthid,2024-07-09,100
mhs514trialleave,recordstartdate,2024-07-09,100
mhs514trialleave,ProductionDate,2024-07-09,100
mhs514trialleave,recordenddate,2024-07-09,0
mhs514trialleave,enddatemhtrialleave,2024-07-09,97.562
mhs514trialleave,person_id_deid,2024-07-09,100
mhs514trialleave,wardstayid_deid,2024-07-09,100
mhs514trialleave,orgidprov,2024-07-09,100
mhs514trialleave,uniqwardstayid_deid,2024-07-09,100
mhs514trialleave,endtimemhtrialleave,2024-07-09,96.738
mhs514trialleave,starttimemhtrialleave,2024-07-09,97.66
mhs514trialleave,uniqhospprovspellid_deid,2024-07-09,100
mhs515restrictiveinterventtype,person_id_deid,2024-07-09,99.997
mhs515restrictiveinterventtype,uniqhospprovspellid_deid,2024-07-09,100
mhs515restrictiveinterventtype,restraintinjuryotherpers,2024-07-09,81.381
mhs515restrictiveinterventtype,endtimerestrictiveinttype,2024-07-09,92.193
mhs515restrictiveinterventtype,restraintinjurypatient,2024-07-09,88.44
mhs515restrictiveinterventtype,startdaterestrictiveinttype,2024-07-09,100
mhs515restrictiveinterventtype,enddaterestrictiveinttype,2024-07-09,96.569
mhs515restrictiveinterventtype,uniqservreqid_deid,2024-07-09,100
mhs515restrictiveinterventtype,recordenddate,2024-07-09,0
mhs515restrictiveinterventtype,restrictiveintincid_deid,2024-07-09,100
mhs515restrictiveinterventtype,restrictiveinttypeid_deid,2024-07-09,100
mhs515restrictiveinterventtype,orgidprov,2024-07-09,100
mhs515restrictiveinterventtype,ProductionDate,2024-07-09,100
mhs515restrictiveinterventtype,restrictiveinttype,2024-07-09,98.574
mhs515restrictiveinterventtype,recordstartdate,2024-07-09,100
mhs515restrictiveinterventtype,restraintinjurycarepers,2024-07-09,84.236
mhs515restrictiveinterventtype,uniqmonthid,2024-07-09,100
mhs515restrictiveinterventtype,starttimerestrictiveinttype,2024-07-09,94.625
mhs516policeassistancerequest,orgidprov,2024-07-09,100
mhs516policeassistancerequest,policeassistarrtime,2024-07-09,6.657
mhs516policeassistancerequest,wardstayid_deid,2024-07-09,100
mhs516policeassistancerequest,person_id_deid,2024-07-09,100
mhs516policeassistancerequest,uniqservreqid_deid,2024-07-09,100
mhs516policeassistancerequest,policeassistarrdate,2024-07-09,79.773
mhs516policeassistancerequest,uniqmonthid,2024-07-09,100
mhs516policeassistancerequest,uniqhospprovspellid_deid,2024-07-09,100
mhs516policeassistancerequest,policeassistreqtime,2024-07-09,27.114
mhs516policeassistancerequest,ProductionDate,2024-07-09,100
mhs516policeassistancerequest,uniqwardstayid_deid,2024-07-09,100
mhs516policeassistancerequest,policerestraintforceusedind,2024-07-09,95.548
mhs516policeassistancerequest,policeassistreqdate,2024-07-09,100
mhs517smhexceptionalpackofcare,orgidprov,2024-07-09,100
mhs517smhexceptionalpackofcare,person_id_deid,2024-07-09,100
mhs517smhexceptionalpackofcare,hospprovspellid_deid,2024-07-09,100
mhs517smhexceptionalpackofcare,orgidcomm,2024-07-09,99.975
mhs517smhexceptionalpackofcare,uniqservreqid_deid,2024-07-09,100
mhs517smhexceptionalpackofcare,uniqhospprovspellid_deid,2024-07-09,100
mhs517smhexceptionalpackofcare,ProductionDate,2024-07-09,100
mhs517smhexceptionalpackofcare,enddatesmhepc,2024-07-09,97.352
mhs517smhexceptionalpackofcare,recordenddate,2024-07-09,0
mhs517smhexceptionalpackofcare,startdatesmhepc,2024-07-09,100
mhs517smhexceptionalpackofcare,recordstartdate,2024-07-09,100
mhs517smhexceptionalpackofcare,uniqmonthid,2024-07-09,100
mhs517smhexceptionalpackofcare,smhepccharge,2024-07-09,100
mhs601medhistprevdiag,mastericd10prevdiagcode,2024-07-09,0
mhs601medhistprevdiag,mastersnomedctprevdiagcode,2024-07-09,0.01
mhs601medhistprevdiag,orgidprov,2024-07-09,100
mhs601medhistprevdiag,ProductionDate,2024-07-09,100
mhs601medhistprevdiag,codeddiagtimestamp,2024-07-09,98.168
mhs601medhistprevdiag,localpatientid_deid,2024-07-09,98.615
mhs601medhistprevdiag,diagschemeinuse,2024-07-09,100
mhs601medhistprevdiag,mastericd10prevdiagdesc,2024-07-09,0
mhs601medhistprevdiag,mastersnomedctprevdiagterm,2024-07-09,0
mhs601medhistprevdiag,uniqmonthid,2024-07-09,100
mhs601medhistprevdiag,person_id_deid,2024-07-09,100
mhs603provdiag,orgidprov,2024-07-09,100
mhs603provdiag,mastersnomedctprovdiagterm,2024-07-09,0
mhs603provdiag,uniqservreqid_deid,2024-07-09,100
mhs603provdiag,recordenddate,2024-07-09,0
mhs603provdiag,mastericd10provdiagdesc,2024-07-09,0
mhs603provdiag,codedprovdiagtimestamp,2024-07-09,98.616
mhs603provdiag,uniqmonthid,2024-07-09,100
mhs603provdiag,diagschemeinuse,2024-07-09,100
mhs603provdiag,mastersnomedctprovdiagcode,2024-07-09,7.468
mhs603provdiag,recordstartdate,2024-07-09,100
mhs603provdiag,person_id_deid,2024-07-09,99.999
mhs603provdiag,servicerequestid_deid,2024-07-09,100
mhs603provdiag,ProductionDate,2024-07-09,100
mhs603provdiag,mastericd10provdiagcode,2024-07-09,0
mhs604primdiag,mastersnomedctprimdiagcode,2024-07-09,0.496
mhs604primdiag,mastersnomedctprimdiagterm,2024-07-09,0
mhs604primdiag,ProductionDate,2024-07-09,100
mhs604primdiag,uniqservreqid_deid,2024-07-09,100
mhs604primdiag,recordenddate,2024-07-09,0
mhs604primdiag,mastericd10primdiagcode,2024-07-09,0
mhs604primdiag,recordstartdate,2024-07-09,100
mhs604primdiag,orgidprov,2024-07-09,100
mhs604primdiag,diagschemeinuse,2024-07-09,100
mhs604primdiag,mastericd10primdiagdesc,2024-07-09,0
mhs604primdiag,uniqmonthid,2024-07-09,100
mhs604primdiag,servicerequestid_deid,2024-07-09,100
mhs604primdiag,codeddiagtimestamp,2024-07-09,98.919
mhs604primdiag,person_id_deid,2024-07-09,99.999
mhs605secdiag,recordenddate,2024-07-09,0
mhs605secdiag,recordstartdate,2024-07-09,100
mhs605secdiag,uniqservreqid_deid,2024-07-09,100
mhs605secdiag,orgidprov,2024-07-09,100
mhs605secdiag,person_id_deid,2024-07-09,100
mhs605secdiag,ProductionDate,2024-07-09,100
mhs605secdiag,mastersnomedctsecdiagterm,2024-07-09,0
mhs605secdiag,mastersnomedctsecdiagcode,2024-07-09,0.491
mhs605secdiag,servicerequestid_deid,2024-07-09,100
mhs605secdiag,uniqmonthid,2024-07-09,100
mhs605secdiag,mastericd10secdiagcode,2024-07-09,0
mhs605secdiag,codeddiagtimestamp,2024-07-09,99.78
mhs605secdiag,diagschemeinuse,2024-07-09,100
mhs605secdiag,mastericd10secdiagdesc,2024-07-09,0
mhs606codedscoreassessmentrefer,careproflocalid_deid,2024-07-09,73.309
mhs606codedscoreassessmentrefer,servicerequestid_deid,2024-07-09,100
mhs606codedscoreassessmentrefer,uniqservreqid_deid,2024-07-09,100
mhs606codedscoreassessmentrefer,ProductionDate,2024-07-09,100
mhs606codedscoreassessmentrefer,orgidprov,2024-07-09,100
mhs606codedscoreassessmentrefer,person_id_deid,2024-07-09,99.999
mhs606codedscoreassessmentrefer,uniqcareproflocalid_deid,2024-07-09,91.257
mhs606codedscoreassessmentrefer,asstoolcomptimestamp,2024-07-09,100
mhs606codedscoreassessmentrefer,uniqmonthid,2024-07-09,100
mhs606codedscoreassessmentrefer,persscore,2024-07-09,100
mhs606codedscoreassessmentrefer,ageassesstoolrefercompdate,2024-07-09,99.997
mhs607codedscoreassessmentact,persscore,2024-07-09,100
mhs607codedscoreassessmentact,uniqmonthid,2024-07-09,100
mhs607codedscoreassessmentact,person_id_deid,2024-07-09,100
mhs607codedscoreassessmentact,ageassesstoolcont,2024-07-09,0.664
mhs607codedscoreassessmentact,orgidprov,2024-07-09,100
mhs607codedscoreassessmentact,ProductionDate,2024-07-09,100
mhs607codedscoreassessmentact,careactid_deid,2024-07-09,100
mhs607codedscoreassessmentact,uniqcarecontid_deid,2024-07-09,100
mhs607codedscoreassessmentact,uniqcareactid_deid,2024-07-09,100
mhs607codedscoreassessmentact,uniqservreqid_deid,2024-07-09,100
mhs701cpacareepisode,localpatientid_deid,2024-07-09,96.879
mhs701cpacareepisode,enddatecpa,2024-07-09,42.613
mhs701cpacareepisode,uniqmonthid,2024-07-09,100
mhs701cpacareepisode,startdatecpa,2024-07-09,100
mhs701cpacareepisode,person_id_deid,2024-07-09,100
mhs701cpacareepisode,recordenddate,2024-07-09,0
mhs701cpacareepisode,orgidprov,2024-07-09,100
mhs701cpacareepisode,recordstartdate,2024-07-09,100
mhs701cpacareepisode,cpaepisodeid_deid,2024-07-09,100
mhs701cpacareepisode,ProductionDate,2024-07-09,100
mhs701cpacareepisode,uniqcpaepisodeid_deid,2024-07-09,100
mhs702cpareview,cpaepisodeid_deid,2024-07-09,100
mhs702cpareview,careproflocalid_deid,2024-07-09,92.556
mhs702cpareview,orgidprov,2024-07-09,100
mhs702cpareview,ProductionDate,2024-07-09,100
mhs702cpareview,uniqcareproflocalid_deid,2024-07-09,65.65
mhs702cpareview,uniqmonthid,2024-07-09,100
mhs702cpareview,person_id_deid,2024-07-09,99.999
mhs702cpareview,cpareviewdate,2024-07-09,100
mhs702cpareview,uniqcpaepisodeid_deid,2024-07-09,100
mhs801clustertool,ProductionDate,2024-07-09,100
mhs801clustertool,clusttoolassreason,2024-07-09,91.659
mhs801clustertool,asstoolcomptime,2024-07-09,77.813
mhs801clustertool,clustid_deid,2024-07-09,100
mhs801clustertool,mhcareclustersuperclass,2024-07-09,90.737
mhs801clustertool,fldcareclustinit,2024-07-09,0.002
mhs801clustertool,person_id_deid,2024-07-09,100
mhs801clustertool,amhcareclustcodeinit,2024-07-09,83.001
mhs801clustertool,localpatientid_deid,2024-07-09,97.987
mhs801clustertool,clustcat,2024-07-09,100
mhs801clustertool,asstoolcompdate,2024-07-09,100
mhs801clustertool,uniqmonthid,2024-07-09,100
mhs801clustertool,uniqclustid_deid,2024-07-09,100
mhs801clustertool,ldcareclustinit,2024-07-09,0
mhs801clustertool,orgidprov,2024-07-09,100
mhs802clusterassess,uniqclustid_deid,2024-07-09,100
mhs802clusterassess,clustid_deid,2024-07-09,100
mhs802clusterassess,recordenddate,2024-07-09,0
mhs802clusterassess,person_id_deid,2024-07-09,100
mhs802clusterassess,orgidprov,2024-07-09,100
mhs802clusterassess,recordstartdate,2024-07-09,100
mhs802clusterassess,uniqmonthid,2024-07-09,100
mhs802clusterassess,persscore,2024-07-09,99.977
mhs802clusterassess,ProductionDate,2024-07-09,100
mhs803carecluster,enddatecareclust,2024-07-09,48.076
mhs803carecluster,clusterendrpflag,2024-07-09,82.422
mhs803carecluster,uniqclustid_deid,2024-07-09,100
mhs803carecluster,person_id_deid,2024-07-09,100
mhs803carecluster,startdatecareclust,2024-07-09,100
mhs803carecluster,amhcareclustcodefin,2024-07-09,95.315
mhs803carecluster,ldcareclustcodefin,2024-07-09,0.007
mhs803carecluster,endtimecareclust,2024-07-09,40.391
mhs803carecluster,orgidprov,2024-07-09,100
mhs803carecluster,camhneedsbasedgroupingcode,2024-07-09,2.446
mhs803carecluster,recordenddate,2024-07-09,0
mhs803carecluster,uniqmonthid,2024-07-09,100
mhs803carecluster,clusteropenendrpflag,2024-07-09,82.422
mhs803carecluster,starttimecareclust,2024-07-09,88.224
mhs803carecluster,ProductionDate,2024-07-09,100
mhs803carecluster,fmhcareclustcodefin,2024-07-09,0.041
mhs803carecluster,recordstartdate,2024-07-09,100
mhs803carecluster,clusterdaysrp,2024-07-09,82.422
mhs803carecluster,clusterstartrpflag,2024-07-09,82.422
mhs803carecluster,clustid_deid,2024-07-09,100
mhs803carecluster,fldcareclustcodefin,2024-07-09,0
mhs803carecluster,inacttimecc,2024-07-09,51.924
mhs804fiveforensicpathways,ffpassreason,2024-07-09,92.599
mhs804fiveforensicpathways,ProductionDate,2024-07-09,100
mhs804fiveforensicpathways,ffpcode,2024-07-09,100
mhs804fiveforensicpathways,orgidprov,2024-07-09,100
mhs804fiveforensicpathways,person_id_deid,2024-07-09,99.98
mhs804fiveforensicpathways,localpatientid_deid,2024-07-09,99.83
mhs804fiveforensicpathways,uniqmonthid,2024-07-09,100
mhs804fiveforensicpathways,ffpassdate,2024-07-09,100
mhs901staffdetails,uniqcareproflocalid_deid,2024-07-09,100
mhs901staffdetails,careprofstaffgpmh,2024-07-09,35.57
mhs901staffdetails,careprofjobrolecode,2024-07-09,23.24
mhs901staffdetails,mainspeccodemh,2024-07-09,53.798
mhs901staffdetails,profregbodycode,2024-07-09,13.435
mhs901staffdetails,orgidprov,2024-07-09,100
mhs901staffdetails,ProductionDate,2024-07-09,100
mhs901staffdetails,occcode,2024-07-09,35.373
mhs901staffdetails,uniqmonthid,2024-07-09,100
mhs901staffdetails,careproflocalid_deid,2024-07-09,100
mhs901staffdetails,profregentryid_deid,2024-07-09,6.656
mhsds_v6_mhs001mpi,defaultpostcode,2025-11-04,6.073
mhsds_v6_mhs001mpi,accommodationnationallatest,2025-11-04,17.481
mhsds_v6_mhs001mpi,icrecicb,2025-11-04,59.018
mhsds_v6_mhs001mpi,lsoa2011,2025-11-04,78.634
mhsds_v6_mhs001mpi,icrecccg,2025-11-04,5.894
mhsds_v6_mhs001mpi,ethniccategory2021,2025-11-04,3.018
mhsds_v6_mhs001mpi,patmrecinrp,2025-11-04,100
mhsds_v6_mhs001mpi,nhsdethnicity,2025-11-04,94.501
mhsds_v6_mhs001mpi,regionicrecsubicbname,2025-11-04,51.755
mhsds_v6_mhs001mpi,recordnumber,2025-11-04,100
mhsds_v6_mhs001mpi,lsoa2021,2025-11-04,31.162
mhsds_v6_mhs001mpi,genderidcode,2025-11-04,44.788
mhsds_v6_mhs001mpi,orgidsubicblocresidence,2025-11-04,53.247
mhsds_v6_mhs001mpi,orgideduestab,2025-11-04,7.792
mhsds_v6_mhs001mpi,orgidsubicbreresidence,2025-11-04,0
mhsds_v6_mhs001mpi,orgidprov,2025-11-04,100
mhsds_v6_mhs001mpi,postcodedistrict,2025-11-04,91.405
mhsds_v6_mhs001mpi,agerepperiodend,2025-11-04,98.48
mhsds_v6_mhs001mpi,ladistrictauth,2025-11-04,85.352
mhsds_v6_mhs001mpi,accommodationproviderlatest,2025-11-04,18.34
mhsds_v6_mhs001mpi,orgidicbres,2025-11-04,48.348
mhsds_v6_mhs001mpi,recordstartdate,2025-11-04,100
mhsds_v6_mhs001mpi,employmentnationallatest,2025-11-04,13.822
mhsds_v6_mhs001mpi,electoralward,2025-11-04,85.352
mhsds_v6_mhs001mpi,agerepperiodstart,2025-11-04,98.48
mhsds_v6_mhs001mpi,icrecsubicbname,2025-11-04,51.824
mhsds_v6_mhs001mpi,languagecodepreferred,2025-11-04,29.763
mhsds_v6_mhs001mpi,gendersameatbirth,2025-11-04,40.824
mhsds_v6_mhs001mpi,icrecicbname,2025-11-04,51.801
mhsds_v6_mhs001mpi,agedeath,2025-11-04,2.69
mhsds_v6_mhs001mpi,regionicrecccg,2025-11-04,5.37
mhsds_v6_mhs001mpi,icrecccgname,2025-11-04,5.384
mhsds_v6_mhs001mpi,regionicrecsubicb,2025-11-04,51.755
mhsds_v6_mhs001mpi,maritalstatus,2025-11-04,67.046
