"dataset","date_ym","n","n_id","n_distinct"
"Welsh Longitudinal General Practice",201112,13825490,13818305,1373060
"Welsh Longitudinal General Practice",201201,16035340,16027435,1449265
"Welsh Longitudinal General Practice",201202,15574205,15565720,1431500
"Welsh Longitudinal General Practice",201203,16339885,16332105,1477520
"Welsh Longitudinal General Practice",201204,14340185,14331150,1381610
"Welsh Longitudinal General Practice",201205,16454600,16445970,1453220
"Welsh Longitudinal General Practice",201206,13958990,13950235,1360025
"Welsh Longitudinal General Practice",201207,16094210,16083435,1441560
"Welsh Longitudinal General Practice",201208,15472835,15458425,1393495
"Welsh Longitudinal General Practice",201209,14805280,14795390,1391915
"Welsh Longitudinal General Practice",201210,17949215,17939395,1507365
"Welsh Longitudinal General Practice",201211,16392625,16384800,1466465
"Welsh Longitudinal General Practice",201212,13595815,13589095,1381795
"Welsh Longitudinal General Practice",201301,16384915,16377005,1496350
"Welsh Longitudinal General Practice",201302,15342345,15334195,1431400
"Welsh Longitudinal General Practice",201303,15417395,15410930,1461510
"Welsh Longitudinal General Practice",201304,16134780,16126750,1467180
"Welsh Longitudinal General Practice",201305,16027790,16019825,1448550
"Welsh Longitudinal General Practice",201306,14850675,14841685,1398035
"Welsh Longitudinal General Practice",201307,16887240,16873860,1460505
"Welsh Longitudinal General Practice",201308,14963640,14948365,1387050
"Welsh Longitudinal General Practice",201309,15859470,15847915,1438005
"Welsh Longitudinal General Practice",201310,18003120,17989350,1557780
"Welsh Longitudinal General Practice",201311,15785530,15777705,1463665
"Welsh Longitudinal General Practice",201312,14562850,14555100,1407815
"Welsh Longitudinal General Practice",201401,17063505,17056535,1478730
"Welsh Longitudinal General Practice",201402,15349895,15342755,1437660
"Welsh Longitudinal General Practice",201403,16337050,16330135,1480010
"Welsh Longitudinal General Practice",201404,15524120,15514870,1441845
"Welsh Longitudinal General Practice",201405,15242835,15232940,1429175
"Welsh Longitudinal General Practice",201406,15693440,15681630,1468830
"Welsh Longitudinal General Practice",201407,16448705,16436155,1471460
"Welsh Longitudinal General Practice",201408,14109345,14093675,1402360
"Welsh Longitudinal General Practice",201409,16359960,16347940,1489225
"Welsh Longitudinal General Practice",201410,17237610,17226980,1569885
"Welsh Longitudinal General Practice",201411,14767495,14761395,1469460
"Welsh Longitudinal General Practice",201412,14798570,14792160,1455355
"Welsh Longitudinal General Practice",201501,15531265,15523295,1482980
"Welsh Longitudinal General Practice",201502,14812465,14805735,1446590
"Welsh Longitudinal General Practice",201503,16648310,16642710,1503880
"Welsh Longitudinal General Practice",201504,14812750,14806325,1433205
"Welsh Longitudinal General Practice",201505,14069685,14063340,1406000
"Welsh Longitudinal General Practice",201506,16012810,15999885,1527175
"Welsh Longitudinal General Practice",201507,16066800,16057530,1469520
"Welsh Longitudinal General Practice",201508,13975175,13966055,1392825
"Welsh Longitudinal General Practice",201509,16335455,16327370,1495480
"Welsh Longitudinal General Practice",201510,16579340,16571465,1536795
"Welsh Longitudinal General Practice",201511,15922440,15916815,1510850
"Welsh Longitudinal General Practice",201512,15075080,15069730,1461360
"Welsh Longitudinal General Practice",201601,15533615,15528655,1479880
"Welsh Longitudinal General Practice",201602,16100770,16094210,1509580
"Welsh Longitudinal General Practice",201603,16330815,16325590,1528235
"Welsh Longitudinal General Practice",201604,15948620,15942265,1468665
"Welsh Longitudinal General Practice",201605,15732270,15726480,1458935
"Welsh Longitudinal General Practice",201606,16394185,16387055,1480030
"Welsh Longitudinal General Practice",201607,15427475,15418335,1477895
"Welsh Longitudinal General Practice",201608,16122370,16111745,1459570
"Welsh Longitudinal General Practice",201609,16686060,16678395,1513975
"Welsh Longitudinal General Practice",201610,16660115,16653355,1537745
"Welsh Longitudinal General Practice",201611,17097905,17092250,1560065
"Welsh Longitudinal General Practice",201612,14694145,14689510,1448085
"Welsh Longitudinal General Practice",201701,16749080,16744250,1507365
"Welsh Longitudinal General Practice",201702,15362275,15357465,1452775
"Welsh Longitudinal General Practice",201703,17635825,17630755,1536085
"Welsh Longitudinal General Practice",201704,14457160,14451865,1409585
"Welsh Longitudinal General Practice",201705,16726865,16721195,1479920
"Welsh Longitudinal General Practice",201706,16611065,16605320,1481370
"Welsh Longitudinal General Practice",201707,15968300,15960680,1468715
"Welsh Longitudinal General Practice",201708,16372415,16363185,1453670
"Welsh Longitudinal General Practice",201709,16354610,16347940,1507345
"Welsh Longitudinal General Practice",201710,17905395,17898200,1596470
"Welsh Longitudinal General Practice",201711,17059675,17053260,1579130
"Welsh Longitudinal General Practice",201712,14157635,14152715,1446895
"Welsh Longitudinal General Practice",201801,17365650,17360360,1529625
"Welsh Longitudinal General Practice",201802,15458080,15452725,1454415
"Welsh Longitudinal General Practice",201803,16123800,16118955,1471760
"Welsh Longitudinal General Practice",201804,16126125,16120390,1468450
"Welsh Longitudinal General Practice",201805,16910145,16903900,1499175
"Welsh Longitudinal General Practice",201806,16141915,16136540,1468300
"Welsh Longitudinal General Practice",201807,16499455,16491890,1469980
"Welsh Longitudinal General Practice",201808,16050560,16042165,1437335
"Welsh Longitudinal General Practice",201809,15477995,15471900,1467895
"Welsh Longitudinal General Practice",201810,18369990,18364030,1612350
"Welsh Longitudinal General Practice",201811,17070035,17064415,1575015
"Welsh Longitudinal General Practice",201812,14281645,14277115,1440705
"Welsh Longitudinal General Practice",201901,17445415,17440360,1532340
"Welsh Longitudinal General Practice",201902,15541665,15536830,1464160
"Welsh Longitudinal General Practice",201903,16365205,16360410,1504730
"Welsh Longitudinal General Practice",201904,16268020,16263015,1476120
"Welsh Longitudinal General Practice",201905,16803125,16798360,1484925
"Welsh Longitudinal General Practice",201906,15672900,15667640,1451640
"Welsh Longitudinal General Practice",201907,17673825,17666670,1509020
"Welsh Longitudinal General Practice",201908,15739925,15732955,1444480
"Welsh Longitudinal General Practice",201909,16740970,16735640,1507980
"Welsh Longitudinal General Practice",201910,18727290,18720745,1634520
"Welsh Longitudinal General Practice",201911,16678035,16672830,1562800
"Welsh Longitudinal General Practice",201912,15263740,15259100,1505800
"Welsh Longitudinal General Practice",202001,17651240,17646330,1543770
"Welsh Longitudinal General Practice",202002,15709740,15704565,1479175
"Welsh Longitudinal General Practice",202003,15333635,15323075,1605350
"Welsh Longitudinal General Practice",202004,10073135,10067935,1380285
"Welsh Longitudinal General Practice",202005,10488375,10484025,1309590
"Welsh Longitudinal General Practice",202006,12809530,12805575,1357695
"Welsh Longitudinal General Practice",202007,14244270,14240250,1380135
"Welsh Longitudinal General Practice",202008,13114105,13109435,1354345
"Welsh Longitudinal General Practice",202009,15874400,15869560,1512245
"Welsh Longitudinal General Practice",202010,16236070,16231660,1622765
"Welsh Longitudinal General Practice",202011,15546090,15542525,1584830
"Welsh Longitudinal General Practice",202012,15482115,15478765,1626680
"Welsh Longitudinal General Practice",202101,14782465,14778795,1525725
"Welsh Longitudinal General Practice",202102,15230405,15226510,1544240
"Welsh Longitudinal General Practice",202103,18897580,18894400,1746585
"Welsh Longitudinal General Practice",202104,16729340,16725820,1731760
"Welsh Longitudinal General Practice",202105,16248885,16245720,1732205
"Welsh Longitudinal General Practice",202106,18059785,18055755,1838390
"Welsh Longitudinal General Practice",202107,16751275,16747510,1742795
"Welsh Longitudinal General Practice",202108,15580225,15575180,1615625
"Welsh Longitudinal General Practice",202109,18731260,18726725,1985270
"Welsh Longitudinal General Practice",202110,16934370,16930635,1820735
"Welsh Longitudinal General Practice",202111,18103350,18099590,1805595
"Welsh Longitudinal General Practice",202112,18252065,18248480,2033165
"Welsh Longitudinal General Practice",202201,16336725,16332920,1695715
"Welsh Longitudinal General Practice",202202,15577240,15573345,1519440
"Welsh Longitudinal General Practice",202203,17903610,17899900,1582900
"Welsh Longitudinal General Practice",202204,15463200,15459540,1493935
"Welsh Longitudinal General Practice",202205,17399940,17395865,1535925
"Welsh Longitudinal General Practice",202206,16170455,16166415,1566860
"Welsh Longitudinal General Practice",202207,17816115,17811100,1817245
"Welsh Longitudinal General Practice",202208,16958070,16946065,1561045
"Welsh Longitudinal General Practice",202209,17857480,17851950,1635635
"Welsh Longitudinal General Practice",202210,19018605,19014095,1754940
"Welsh Longitudinal General Practice",202211,19227115,19222895,1785615
"Welsh Longitudinal General Practice",202212,15563680,15559575,1620285
"Welsh Longitudinal General Practice",202301,17275125,17270640,1567185
"Welsh Longitudinal General Practice",202302,16180120,16175235,1537015
"Welsh Longitudinal General Practice",202303,18416635,18411805,1559100
"Welsh Longitudinal General Practice",202304,15491540,15487110,1473870
"Welsh Longitudinal General Practice",202305,17299395,17294520,1522415
"Welsh Longitudinal General Practice",202306,17695170,17689700,1527925
"Welsh Longitudinal General Practice",202307,16836640,16831245,1496095
"Welsh Longitudinal General Practice",202308,17238025,17231465,1497505
"Welsh Longitudinal General Practice",202309,17651925,17646045,1563245
"Welsh Longitudinal General Practice",202310,6526335,6520915,953495
"Welsh Longitudinal General Practice",202311,143905,143830,35560
"Welsh Longitudinal General Practice",202312,75845,75805,23625
"Welsh Longitudinal General Practice",202401,59760,59730,18250
"Welsh Longitudinal General Practice",202402,33960,33945,11780
"Welsh Longitudinal General Practice",202403,21660,21640,7920
"Welsh Longitudinal General Practice",202404,16135,16125,5875
"Welsh Longitudinal General Practice",202405,12920,12910,4595
"Welsh Longitudinal General Practice",202406,7245,7235,2840
"Welsh Longitudinal General Practice",202407,4710,4705,1750
"Welsh Longitudinal General Practice",202408,1205,1205,495
"Welsh Longitudinal General Practice",202409,175,175,85
"Welsh Longitudinal General Practice",202410,30,30,25
"Welsh Longitudinal General Practice",202411,25,25,20
"Welsh Longitudinal General Practice",202412,30,30,30
"Welsh Longitudinal General Practice",202501,50,50,40
"Welsh Longitudinal General Practice",202502,30,30,30
"Welsh Longitudinal General Practice",202503,45,45,35
"Welsh Longitudinal General Practice",202504,40,40,30
"Welsh Longitudinal General Practice",202505,30,30,25
"Welsh Longitudinal General Practice",202506,30,30,20
"Welsh Longitudinal General Practice",202507,35,35,25
"Welsh Longitudinal General Practice",202508,40,40,30
"Welsh Longitudinal General Practice",202509,25,25,25
"Welsh Longitudinal General Practice",202510,25,25,25
"Welsh Longitudinal General Practice",202511,20,20,20
"Welsh Longitudinal General Practice",202512,35,35,35
"Welsh Longitudinal General Practice",202601,30,30,25
"Welsh Longitudinal General Practice",202602,30,30,25
"Welsh Longitudinal General Practice",202603,30,30,25
"Welsh Longitudinal General Practice",202604,35,35,20
"Welsh Longitudinal General Practice",202605,20,20,20
"Welsh Longitudinal General Practice",202606,20,20,20
"Welsh Longitudinal General Practice",202607,25,25,20
"Welsh Longitudinal General Practice",202608,30,30,25
"Welsh Longitudinal General Practice",202609,30,30,25
"Welsh Longitudinal General Practice",202610,35,35,30
"Welsh Longitudinal General Practice",202611,25,25,20
"Welsh Longitudinal General Practice",202612,15,15,15
"Welsh Longitudinal General Practice",202701,40,40,35
"Welsh Longitudinal General Practice",202702,25,25,20
"Welsh Longitudinal General Practice",202703,30,30,25
"Welsh Longitudinal General Practice",202704,25,25,25
"Welsh Longitudinal General Practice",202705,25,25,20
"Welsh Longitudinal General Practice",202706,25,25,20
"Welsh Longitudinal General Practice",202707,35,35,25
"Welsh Longitudinal General Practice",202708,40,40,25
"Welsh Longitudinal General Practice",202709,30,30,25
"Welsh Longitudinal General Practice",202710,30,30,15
"Welsh Longitudinal General Practice",202711,15,15,15
"Welsh Longitudinal General Practice",202712,25,25,25
"Welsh Longitudinal General Practice",202801,30,30,25
"Welsh Longitudinal General Practice",202802,15,15,15
"Welsh Longitudinal General Practice",202803,35,30,30
"Welsh Longitudinal General Practice",202804,40,40,35
"Welsh Longitudinal General Practice",202805,30,30,30
"Welsh Longitudinal General Practice",202806,20,20,20
"Welsh Longitudinal General Practice",202807,20,20,20
"Welsh Longitudinal General Practice",202808,45,45,30
"Welsh Longitudinal General Practice",202809,25,25,20
"Welsh Longitudinal General Practice",202810,35,35,20
"Welsh Longitudinal General Practice",202811,20,20,20
"Welsh Longitudinal General Practice",202812,25,25,20
"Welsh Longitudinal General Practice",202901,40,40,30
"Welsh Longitudinal General Practice",202902,20,20,20
"Welsh Longitudinal General Practice",202903,25,25,20
"Welsh Longitudinal General Practice",202904,45,45,30
"Welsh Longitudinal General Practice",202905,25,25,20
"Welsh Longitudinal General Practice",202906,20,20,15
"Welsh Longitudinal General Practice",202907,20,20,20
"Welsh Longitudinal General Practice",202908,20,20,20
"Welsh Longitudinal General Practice",202909,30,30,25
"Welsh Longitudinal General Practice",202910,20,20,20
"Welsh Longitudinal General Practice",202911,30,30,20
"Welsh Longitudinal General Practice",202912,30,30,25
"Welsh Longitudinal General Practice",203001,135,135,105
"Welsh Longitudinal General Practice",203002,25,25,20
"Welsh Longitudinal General Practice",203003,25,25,25
"Welsh Longitudinal General Practice",203004,20,20,20
"Welsh Longitudinal General Practice",203005,25,25,25
"Welsh Longitudinal General Practice",203006,20,20,15
"Welsh Longitudinal General Practice",203007,20,20,20
"Welsh Longitudinal General Practice",203008,25,25,25
"Welsh Longitudinal General Practice",203009,20,20,20
"Welsh Longitudinal General Practice",203010,20,20,20
"Welsh Longitudinal General Practice",203011,20,20,15
"Welsh Longitudinal General Practice",203012,15,15,15
"Welsh Longitudinal General Practice",203101,25,25,25
"Welsh Longitudinal General Practice",203102,20,20,20
"Welsh Longitudinal General Practice",203103,15,15,15
"Welsh Longitudinal General Practice",203104,25,25,25
"Welsh Longitudinal General Practice",203105,35,35,35
"Welsh Longitudinal General Practice",203106,15,15,15
"Welsh Longitudinal General Practice",203107,25,25,25
"Welsh Longitudinal General Practice",203108,25,25,25
"Welsh Longitudinal General Practice",203109,25,25,25
"Welsh Longitudinal General Practice",203110,15,15,15
"Welsh Longitudinal General Practice",203111,20,20,20
"Welsh Longitudinal General Practice",203112,15,15,15
"Welsh Longitudinal General Practice",203201,30,30,25
"Welsh Longitudinal General Practice",203202,20,20,20
"Welsh Longitudinal General Practice",203203,20,20,20
"Welsh Longitudinal General Practice",203204,25,25,20
"Welsh Longitudinal General Practice",203205,20,20,20
"Welsh Longitudinal General Practice",203206,15,15,15
"Welsh Longitudinal General Practice",203207,20,20,20
"Welsh Longitudinal General Practice",203208,20,20,20
"Welsh Longitudinal General Practice",203209,30,30,30
"Welsh Longitudinal General Practice",203210,20,20,20
"Welsh Longitudinal General Practice",203211,25,25,25
"Welsh Longitudinal General Practice",203212,20,15,15
"Welsh Longitudinal General Practice",203301,25,25,25
"Welsh Longitudinal General Practice",203302,20,20,20
"Welsh Longitudinal General Practice",203303,20,20,20
"Welsh Longitudinal General Practice",203304,20,20,20
"Welsh Longitudinal General Practice",203305,20,20,20
"Welsh Longitudinal General Practice",203306,20,20,20
"Welsh Longitudinal General Practice",203307,25,25,25
"Welsh Longitudinal General Practice",203308,20,20,20
"Welsh Longitudinal General Practice",203309,25,25,25
"Welsh Longitudinal General Practice",203310,20,20,20
"Welsh Longitudinal General Practice",203311,20,20,20
"Welsh Longitudinal General Practice",203312,25,25,25
"Welsh Longitudinal General Practice",203401,15,15,15
"Welsh Longitudinal General Practice",203402,15,15,15
"Welsh Longitudinal General Practice",203403,30,25,25
"Welsh Longitudinal General Practice",203404,20,20,15
"Welsh Longitudinal General Practice",203405,20,20,20
"Welsh Longitudinal General Practice",203406,20,20,20
"Welsh Longitudinal General Practice",203407,30,30,30
"Welsh Longitudinal General Practice",203408,35,35,30
"Welsh Longitudinal General Practice",203409,25,25,25
"Welsh Longitudinal General Practice",203410,20,20,20
"Welsh Longitudinal General Practice",203411,30,30,25
"Welsh Longitudinal General Practice",203412,30,30,25
"Welsh Longitudinal General Practice",203501,25,25,25
"Welsh Longitudinal General Practice",203502,15,15,15
"Welsh Longitudinal General Practice",203503,20,20,15
"Welsh Longitudinal General Practice",203504,15,15,15
"Welsh Longitudinal General Practice",203505,20,20,20
"Welsh Longitudinal General Practice",203506,25,25,25
"Welsh Longitudinal General Practice",203507,15,15,15
"Welsh Longitudinal General Practice",203508,25,25,25
"Welsh Longitudinal General Practice",203509,25,25,20
"Welsh Longitudinal General Practice",203510,10,10,10
"Welsh Longitudinal General Practice",203511,20,20,20
"Welsh Longitudinal General Practice",203512,25,25,25
"Welsh Longitudinal General Practice",203601,30,30,30
"Welsh Longitudinal General Practice",203602,15,15,15
"Welsh Longitudinal General Practice",203603,35,35,30
"Welsh Longitudinal General Practice",203604,25,20,20
"Welsh Longitudinal General Practice",203605,25,25,25
"Welsh Longitudinal General Practice",203606,15,15,15
"Welsh Longitudinal General Practice",203607,35,35,30
"Welsh Longitudinal General Practice",203608,15,15,15
"Welsh Longitudinal General Practice",203609,30,30,30
"Welsh Longitudinal General Practice",203610,25,25,25
"Welsh Longitudinal General Practice",203611,25,25,25
"Welsh Longitudinal General Practice",203612,30,30,25
"Welsh Longitudinal General Practice",203701,30,30,30
"Welsh Longitudinal General Practice",203702,30,30,30
"Welsh Longitudinal General Practice",203703,40,40,35
"Welsh Longitudinal General Practice",203704,25,25,25
"Welsh Longitudinal General Practice",203705,25,25,25
"Welsh Longitudinal General Practice",203706,30,30,30
"Welsh Longitudinal General Practice",203707,30,30,30
"Welsh Longitudinal General Practice",203708,15,15,15
"Welsh Longitudinal General Practice",203709,25,25,20
"Welsh Longitudinal General Practice",203710,25,20,20
"Welsh Longitudinal General Practice",203711,15,15,15
"Welsh Longitudinal General Practice",203712,30,30,30
"Welsh Longitudinal General Practice",203801,25,25,20
"Welsh Longitudinal General Practice",203802,35,35,30
"Welsh Longitudinal General Practice",203803,20,20,20
"Welsh Longitudinal General Practice",203804,30,25,25
"Welsh Longitudinal General Practice",203805,25,25,25
"Welsh Longitudinal General Practice",203806,30,30,25
"Welsh Longitudinal General Practice",203807,30,30,30
"Welsh Longitudinal General Practice",203808,35,35,30
"Welsh Longitudinal General Practice",203809,25,25,25
"Welsh Longitudinal General Practice",203810,25,25,25
"Welsh Longitudinal General Practice",203811,30,30,30
"Welsh Longitudinal General Practice",203812,25,25,25
"Welsh Longitudinal General Practice",203901,30,30,30
"Welsh Longitudinal General Practice",203902,10,10,10
"Welsh Longitudinal General Practice",203903,35,35,30
"Welsh Longitudinal General Practice",203904,20,20,20
"Welsh Longitudinal General Practice",203905,35,35,35
"Welsh Longitudinal General Practice",203906,20,20,20
"Welsh Longitudinal General Practice",203907,40,40,35
"Welsh Longitudinal General Practice",203908,35,35,30
"Welsh Longitudinal General Practice",203909,30,30,25
"Welsh Longitudinal General Practice",203910,20,20,20
"Welsh Longitudinal General Practice",203911,25,25,25
"Welsh Longitudinal General Practice",203912,25,25,20
"Welsh Longitudinal General Practice",204001,30,30,30
"Welsh Longitudinal General Practice",204002,25,25,25
"Welsh Longitudinal General Practice",204003,35,35,35
"Welsh Longitudinal General Practice",204004,25,25,25
"Welsh Longitudinal General Practice",204005,30,30,25
"Welsh Longitudinal General Practice",204006,15,15,15
"Welsh Longitudinal General Practice",204007,35,35,35
"Welsh Longitudinal General Practice",204008,45,45,45
"Welsh Longitudinal General Practice",204009,40,40,40
"Welsh Longitudinal General Practice",204010,25,25,25
"Welsh Longitudinal General Practice",204011,35,35,30
"Welsh Longitudinal General Practice",204012,30,30,30
"Welsh Longitudinal General Practice",204101,35,35,35
"Welsh Longitudinal General Practice",204102,25,25,20
"Welsh Longitudinal General Practice",204103,25,25,25
"Welsh Longitudinal General Practice",204104,50,50,45
"Welsh Longitudinal General Practice",204105,30,30,30
"Welsh Longitudinal General Practice",204106,35,35,30
"Welsh Longitudinal General Practice",204107,25,25,25
"Welsh Longitudinal General Practice",204108,40,40,35
"Welsh Longitudinal General Practice",204109,140,135,125
"Welsh Longitudinal General Practice",204110,25,25,25
"Welsh Longitudinal General Practice",204111,30,30,30
"Welsh Longitudinal General Practice",204112,35,35,35
"Welsh Longitudinal General Practice",204201,45,45,40
"Welsh Longitudinal General Practice",204202,25,25,25
"Welsh Longitudinal General Practice",204203,35,35,35
"Welsh Longitudinal General Practice",204204,40,40,35
"Welsh Longitudinal General Practice",204205,35,35,35
"Welsh Longitudinal General Practice",204206,25,25,25
"Welsh Longitudinal General Practice",204207,30,30,25
"Welsh Longitudinal General Practice",204208,30,30,30
"Welsh Longitudinal General Practice",204209,25,25,20
"Welsh Longitudinal General Practice",204210,25,25,25
"Welsh Longitudinal General Practice",204211,25,20,20
"Welsh Longitudinal General Practice",204212,30,30,30
"Welsh Longitudinal General Practice",204301,35,35,35
"Welsh Longitudinal General Practice",204302,20,20,20
"Welsh Longitudinal General Practice",204303,25,25,25
"Welsh Longitudinal General Practice",204304,25,25,25
"Welsh Longitudinal General Practice",204305,35,35,35
"Welsh Longitudinal General Practice",204306,20,20,20
"Welsh Longitudinal General Practice",204307,35,35,30
"Welsh Longitudinal General Practice",204308,35,35,30
"Welsh Longitudinal General Practice",204309,30,30,30
"Welsh Longitudinal General Practice",204310,30,30,30
"Welsh Longitudinal General Practice",204311,35,35,35
"Welsh Longitudinal General Practice",204312,30,30,30
"Welsh Longitudinal General Practice",204401,30,30,30
"Welsh Longitudinal General Practice",204402,35,35,30
"Welsh Longitudinal General Practice",204403,20,20,20
"Welsh Longitudinal General Practice",204404,35,35,30
"Welsh Longitudinal General Practice",204405,30,30,30
"Welsh Longitudinal General Practice",204406,40,40,40
"Welsh Longitudinal General Practice",204407,30,30,25
"Welsh Longitudinal General Practice",204408,25,25,25
"Welsh Longitudinal General Practice",204409,30,30,30
"Welsh Longitudinal General Practice",204410,35,35,35
"Welsh Longitudinal General Practice",204411,30,30,25
"Welsh Longitudinal General Practice",204412,30,30,30
"Welsh Longitudinal General Practice",204501,25,25,20
"Welsh Longitudinal General Practice",204502,40,40,40
"Welsh Longitudinal General Practice",204503,25,25,25
"Welsh Longitudinal General Practice",204504,35,35,30
"Welsh Longitudinal General Practice",204505,30,25,25
"Welsh Longitudinal General Practice",204506,30,30,30
"Welsh Longitudinal General Practice",204507,40,40,35
"Welsh Longitudinal General Practice",204508,20,20,20
"Welsh Longitudinal General Practice",204509,30,30,25
"Welsh Longitudinal General Practice",204510,30,30,30
"Welsh Longitudinal General Practice",204511,30,30,30
"Welsh Longitudinal General Practice",204512,30,30,30
"Welsh Longitudinal General Practice",204601,35,35,35
"Welsh Longitudinal General Practice",204602,25,25,25
"Welsh Longitudinal General Practice",204603,35,35,30
"Welsh Longitudinal General Practice",204604,35,35,35
"Welsh Longitudinal General Practice",204605,40,40,35
"Welsh Longitudinal General Practice",204606,50,50,50
"Welsh Longitudinal General Practice",204607,25,25,25
"Welsh Longitudinal General Practice",204608,25,25,20
"Welsh Longitudinal General Practice",204609,35,35,35
"Welsh Longitudinal General Practice",204610,30,30,30
"Welsh Longitudinal General Practice",204611,30,30,30
"Welsh Longitudinal General Practice",204612,35,35,35
"Welsh Longitudinal General Practice",204701,30,30,25
"Welsh Longitudinal General Practice",204702,25,25,25
"Welsh Longitudinal General Practice",204703,20,20,20
"Welsh Longitudinal General Practice",204704,35,35,30
"Welsh Longitudinal General Practice",204705,25,25,25
"Welsh Longitudinal General Practice",204706,25,25,25
"Welsh Longitudinal General Practice",204707,25,25,25
"Welsh Longitudinal General Practice",204708,30,30,30
"Welsh Longitudinal General Practice",204709,30,30,25
"Welsh Longitudinal General Practice",204710,15,15,15
"Welsh Longitudinal General Practice",204711,25,25,25
"Welsh Longitudinal General Practice",204712,25,25,25
"Welsh Longitudinal General Practice",204801,50,50,40
"Welsh Longitudinal General Practice",204802,35,35,35
"Welsh Longitudinal General Practice",204803,35,35,35
"Welsh Longitudinal General Practice",204804,20,20,20
"Welsh Longitudinal General Practice",204805,20,20,20
"Welsh Longitudinal General Practice",204806,20,20,20
"Welsh Longitudinal General Practice",204807,20,20,20
"Welsh Longitudinal General Practice",204808,35,35,35
"Welsh Longitudinal General Practice",204809,25,25,25
"Welsh Longitudinal General Practice",204810,35,35,35
"Welsh Longitudinal General Practice",204811,25,25,25
"Welsh Longitudinal General Practice",204812,30,30,30
"Welsh Longitudinal General Practice",204901,25,25,20
"Welsh Longitudinal General Practice",204902,20,20,20
"Welsh Longitudinal General Practice",204903,30,30,30
"Welsh Longitudinal General Practice",204904,25,25,25
"Welsh Longitudinal General Practice",204905,20,20,20
"Welsh Longitudinal General Practice",204906,35,35,35
"Welsh Longitudinal General Practice",204907,25,25,25
"Welsh Longitudinal General Practice",204908,30,30,25
"Welsh Longitudinal General Practice",204909,40,40,40
"Welsh Longitudinal General Practice",204910,25,25,20
"Welsh Longitudinal General Practice",204911,20,20,20
"Welsh Longitudinal General Practice",204912,20,20,20
"Welsh Longitudinal General Practice",205001,60,60,60
"Welsh Longitudinal General Practice",205002,25,25,25
"Welsh Longitudinal General Practice",205003,30,30,30
"Welsh Longitudinal General Practice",205004,35,35,30
"Welsh Longitudinal General Practice",205005,35,35,30
"Welsh Longitudinal General Practice",205006,35,35,20
"Welsh Longitudinal General Practice",205007,25,25,25
"Welsh Longitudinal General Practice",205008,30,30,25
"Welsh Longitudinal General Practice",205009,25,25,25
"Welsh Longitudinal General Practice",205010,25,25,25
"Welsh Longitudinal General Practice",205011,25,25,20
"Welsh Longitudinal General Practice",205012,25,25,25
"Welsh Longitudinal General Practice",205101,30,30,30
"Welsh Longitudinal General Practice",205102,30,30,30
"Welsh Longitudinal General Practice",205103,30,30,30
"Welsh Longitudinal General Practice",205104,15,15,15
"Welsh Longitudinal General Practice",205105,20,20,20
"Welsh Longitudinal General Practice",205106,35,35,30
"Welsh Longitudinal General Practice",205107,25,25,25
"Welsh Longitudinal General Practice",205108,20,20,20
"Welsh Longitudinal General Practice",205109,25,25,25
"Welsh Longitudinal General Practice",205110,20,20,20
"Welsh Longitudinal General Practice",205111,30,30,30
"Welsh Longitudinal General Practice",205112,30,30,30
"Welsh Longitudinal General Practice",205201,40,40,35
"Welsh Longitudinal General Practice",205202,25,25,25
"Welsh Longitudinal General Practice",205203,25,25,25
"Welsh Longitudinal General Practice",205204,25,25,25
"Welsh Longitudinal General Practice",205205,25,25,20
"Welsh Longitudinal General Practice",205206,25,25,20
"Welsh Longitudinal General Practice",205207,30,30,30
"Welsh Longitudinal General Practice",205208,10,10,10
"Welsh Longitudinal General Practice",205209,30,30,25
"Welsh Longitudinal General Practice",205210,25,25,25
"Welsh Longitudinal General Practice",205211,20,20,20
"Welsh Longitudinal General Practice",205212,35,35,30
"Welsh Longitudinal General Practice",205301,30,30,25
"Welsh Longitudinal General Practice",205302,25,25,25
"Welsh Longitudinal General Practice",205303,25,25,25
"Welsh Longitudinal General Practice",205304,20,20,20
"Welsh Longitudinal General Practice",205305,25,25,25
"Welsh Longitudinal General Practice",205306,40,40,40
"Welsh Longitudinal General Practice",205307,30,30,30
"Welsh Longitudinal General Practice",205308,30,30,25
"Welsh Longitudinal General Practice",205309,15,15,15
"Welsh Longitudinal General Practice",205310,25,25,25
"Welsh Longitudinal General Practice",205311,30,30,30
"Welsh Longitudinal General Practice",205312,20,20,20
"Welsh Longitudinal General Practice",205401,30,30,30
"Welsh Longitudinal General Practice",205402,25,25,25
"Welsh Longitudinal General Practice",205403,35,35,30
"Welsh Longitudinal General Practice",205404,30,30,30
"Welsh Longitudinal General Practice",205405,35,35,30
"Welsh Longitudinal General Practice",205406,40,40,35
"Welsh Longitudinal General Practice",205407,40,40,35
"Welsh Longitudinal General Practice",205408,35,35,30
"Welsh Longitudinal General Practice",205409,35,35,30
"Welsh Longitudinal General Practice",205410,20,20,20
"Welsh Longitudinal General Practice",205411,20,20,20
"Welsh Longitudinal General Practice",205412,25,25,25
"Welsh Longitudinal General Practice",205501,40,40,35
"Welsh Longitudinal General Practice",205502,20,20,20
"Welsh Longitudinal General Practice",205503,30,30,25
"Welsh Longitudinal General Practice",205504,25,25,25
"Welsh Longitudinal General Practice",205505,40,40,30
"Welsh Longitudinal General Practice",205506,25,25,25
